sample_name,a1,a2,a3,a4,a5,a6,a7,SSE,R_square,DFE,adj_R_square,RMSE
sample11-100rpm-60kx-16,1.120394e-03,2.903057e+00,-1.107202e+01,-9.296598e-05,1.525271e-03,3.154544e-03,1.459874e-02,1.660157e-03,9.722446e-01,39,9.679745e-01,6.524425e-03
sample11-100rpm-60kx-17,-1.216352e-03,-2.570126e+00,1.982402e+01,-9.861992e-05,1.627907e-03,2.895221e-03,1.466835e-02,1.581192e-03,9.745895e-01,39,9.706802e-01,6.367369e-03
sample11-100rpm-60kx-18,-7.750535e-03,-6.753986e-01,1.121881e+01,-9.913704e-05,1.691987e-03,2.238499e-03,1.487910e-02,4.241241e-04,9.932172e-01,39,9.921737e-01,3.297723e-03
sample11-100rpm-60kx-1,7.447764e-03,6.741121e-01,1.380085e+00,-9.623005e-05,1.645608e-03,2.359257e-03,1.535141e-02,3.151107e-04,9.948864e-01,39,9.940997e-01,2.842492e-03
sample11-100rpm-60kx-21,2.988417e-03,1.421721e+00,4.825956e+00,-9.927559e-05,1.654862e-03,2.806460e-03,1.440963e-02,1.793795e-03,9.721415e-01,39,9.678556e-01,6.781943e-03
sample11-100rpm-60kx-25,7.555135e-03,-6.970087e-01,8.256168e+00,-1.064086e-04,1.843690e-03,1.763755e-03,1.553994e-02,5.160013e-04,9.924708e-01,39,9.913125e-01,3.637417e-03
sample11-100rpm-60kx-27,-2.896039e-03,-1.109457e+00,9.544322e+00,-8.849565e-05,1.485355e-03,3.074471e-03,1.581856e-02,1.183418e-03,9.802633e-01,39,9.772269e-01,5.508544e-03
sample11-100rpm-60kx-2,-1.361360e-04,-9.508290e-03,-1.386853e+01,-9.292012e-05,1.530176e-03,3.165552e-03,1.486780e-02,1.527509e-03,9.748015e-01,39,9.709248e-01,6.258346e-03
sample11-100rpm-60kx-31,7.355080e-03,6.627209e-01,1.452158e+00,-9.507950e-05,1.620491e-03,2.676173e-03,1.581199e-02,2.290628e-04,9.964148e-01,39,9.958632e-01,2.423511e-03
sample11-100rpm-60kx-33,-4.299938e-04,4.749692e+00,-7.355857e+00,-8.963909e-05,1.474447e-03,3.437306e-03,1.530722e-02,1.530902e-03,9.752402e-01,39,9.714310e-01,6.265293e-03
sample11-100rpm-60kx-3,-1.132707e-03,2.578695e+00,-2.295234e+01,-9.244011e-05,1.519243e-03,3.227395e-03,1.503583e-02,1.506078e-03,9.752142e-01,39,9.714010e-01,6.214288e-03
sample11-100rpm-60kx-4,-2.934812e-03,-1.113403e+00,9.543174e+00,-9.196341e-05,1.548609e-03,2.991832e-03,1.579355e-02,1.216263e-03,9.805619e-01,39,9.775714e-01,5.584463e-03
sample11-100rpm-60kx-5,-1.297631e-03,-2.160063e+00,1.620229e+01,-9.689278e-05,1.603738e-03,2.848871e-03,1.489232e-02,1.458610e-03,9.759598e-01,39,9.722613e-01,6.115575e-03
sample11-100rpm-60kx-6,-2.936459e-03,-1.111214e+00,9.533387e+00,-9.418857e-05,1.588591e-03,2.947995e-03,1.584717e-02,1.217579e-03,9.810606e-01,39,9.781469e-01,5.587485e-03
sample11-100rpm-60kx-8,-1.572768e-03,2.552922e+00,-1.033682e+01,-1.056244e-04,1.740549e-03,2.546428e-03,1.371318e-02,1.994843e-03,9.686199e-01,39,9.637922e-01,7.151910e-03
sample11-195rpm-60kx-11,-3.182097e-03,1.122196e+00,-2.038068e-01,-9.639066e-05,1.625525e-03,2.602280e-03,1.526647e-02,1.288468e-03,9.790670e-01,39,9.758466e-01,5.747837e-03
sample11-195rpm-60kx-12,6.740162e-03,6.867454e-01,1.217240e+00,-1.091080e-04,1.903775e-03,2.426793e-03,1.795501e-02,3.880242e-04,9.952895e-01,39,9.945648e-01,3.154257e-03
sample11-195rpm-60kx-13,6.530689e-03,6.876012e-01,1.234185e+00,-1.065266e-04,1.861068e-03,2.349445e-03,1.798593e-02,4.081919e-04,9.948037e-01,39,9.940043e-01,3.235191e-03
sample11-195rpm-60kx-14,2.285587e-03,-1.443239e+00,1.110308e+01,-9.337158e-05,1.564730e-03,3.017479e-03,1.581167e-02,1.246847e-03,9.802032e-01,39,9.771576e-01,5.654240e-03
sample11-195rpm-60kx-19,-2.952453e-03,-1.107461e+00,9.520139e+00,-8.963754e-05,1.505251e-03,3.072311e-03,1.577100e-02,1.203660e-03,9.802681e-01,39,9.772324e-01,5.555454e-03
sample11-195rpm-60kx-1,7.408781e-03,6.618607e-01,1.455357e+00,-9.509501e-05,1.618677e-03,2.683576e-03,1.571392e-02,2.312322e-04,9.963698e-01,39,9.958113e-01,2.434960e-03
sample11-195rpm-60kx-22,1.726040e-03,-1.774244e+00,1.537613e+01,-9.501943e-05,1.582398e-03,2.935651e-03,1.528987e-02,1.379111e-03,9.776522e-01,39,9.742141e-01,5.946580e-03
sample11-195rpm-60kx-24,6.684760e-03,6.563531e-01,1.438670e+00,-1.055950e-04,1.820991e-03,2.815069e-03,1.787100e-02,3.010241e-04,9.962322e-01,39,9.956525e-01,2.778231e-03
sample11-195rpm-60kx-25,-7.797925e-03,6.624405e-01,-7.962492e+00,-9.325569e-05,1.577635e-03,2.681964e-03,1.491762e-02,3.317909e-04,9.945313e-01,39,9.936899e-01,2.916755e-03
sample11-195rpm-60kx-26,-1.309355e-03,-2.164133e+00,1.604257e+01,-9.701395e-05,1.603512e-03,2.904031e-03,1.486818e-02,1.488880e-03,9.756886e-01,39,9.719483e-01,6.178707e-03
sample11-195rpm-60kx-31,7.453222e-03,6.777007e-01,1.344268e+00,-9.822689e-05,1.684374e-03,2.301188e-03,1.547335e-02,3.341833e-04,9.947424e-01,39,9.939335e-01,2.927252e-03
sample11-195rpm-60kx-4,-3.034240e-03,-1.105174e+00,9.482938e+00,-8.967174e-05,1.504719e-03,3.113594e-03,1.570983e-02,1.239984e-03,9.798340e-01,39,9.767315e-01,5.638658e-03
sample11-195rpm-60kx-6,7.254227e-03,-6.685900e-01,8.008828e+00,-9.628698e-05,1.647757e-03,2.478265e-03,1.580696e-02,2.511438e-04,9.960324e-01,39,9.954220e-01,2.537633e-03
sample11-195rpm-60kx-7,7.386033e-03,6.760025e-01,1.361295e+00,-9.749848e-05,1.671078e-03,2.303555e-03,1.547895e-02,3.208576e-04,9.948815e-01,39,9.940940e-01,2.868295e-03
sample11-195rpm-60kx-8,6.871524e-03,6.280506e-01,1.631602e+00,-1.018775e-04,1.729854e-03,3.158035e-03,1.742358e-02,2.507980e-04,9.967172e-01,39,9.962121e-01,2.535886e-03
sample11-20rpm-60kx-10,1.743825e-03,-1.761900e+00,1.544802e+01,-9.909404e-05,1.652957e-03,2.744684e-03,1.493777e-02,1.486139e-03,9.764614e-01,39,9.728400e-01,6.173017e-03
sample11-20rpm-60kx-12,7.535742e-03,-6.950844e-01,8.225072e+00,-1.036403e-04,1.792785e-03,1.803724e-03,1.529833e-02,4.926502e-04,9.924813e-01,39,9.913245e-01,3.554161e-03
sample11-20rpm-60kx-13,-1.238233e-03,-2.555891e+00,1.988715e+01,-9.860066e-05,1.627687e-03,2.919594e-03,1.471032e-02,1.574427e-03,9.748338e-01,39,9.709621e-01,6.353732e-03
sample11-20rpm-60kx-19,7.453735e-03,-6.945340e-01,8.227301e+00,-1.047314e-04,1.814117e-03,1.831515e-03,1.564292e-02,4.298687e-04,9.936126e-01,39,9.926299e-01,3.319981e-03
sample11-20rpm-60kx-20,-3.015830e-03,-5.646884e-02,-2.412841e-01,-1.021798e-04,1.761772e-03,1.567853e-03,1.451804e-02,2.781025e-03,9.590358e-01,39,9.527336e-01,8.444426e-03
sample11-20rpm-60kx-21,-2.029732e-03,2.018262e+00,-7.258768e+00,-1.148112e-04,1.907100e-03,2.035351e-03,1.278115e-02,2.659344e-03,9.611993e-01,39,9.552299e-01,8.257621e-03
sample11-20rpm-60kx-22,8.554874e-03,-6.736851e-01,1.969819e+00,-1.148369e-04,1.947826e-03,1.511688e-03,1.349464e-02,1.065033e-03,9.845644e-01,39,9.821897e-01,5.225758e-03
sample11-20rpm-60kx-23,8.346413e-03,6.799194e-01,-5.089992e+00,-1.125792e-04,1.921497e-03,1.583704e-03,1.397836e-02,8.719077e-04,9.873577e-01,39,9.854127e-01,4.728278e-03
sample11-20rpm-60kx-26,8.036231e-03,-6.868353e-01,8.216163e+00,-1.066990e-04,1.830276e-03,1.780623e-03,1.448082e-02,6.809744e-04,9.897403e-01,39,9.881619e-01,4.178622e-03
sample11-20rpm-60kx-27,7.445096e-03,-6.868940e-01,8.165444e+00,-1.029462e-04,1.776438e-03,1.975016e-03,1.548898e-02,4.176928e-04,9.936683e-01,39,9.926942e-01,3.272625e-03
sample11-20rpm-60kx-29,2.150334e-03,-1.769341e+00,2.705077e+00,-1.029946e-04,1.715026e-03,2.547547e-03,1.418513e-02,1.785390e-03,9.720108e-01,39,9.677048e-01,6.766035e-03
sample11-20rpm-60kx-2,2.695803e-03,-1.440283e+00,1.110278e+01,-1.054292e-04,1.776338e-03,2.313167e-03,1.481024e-02,1.532250e-03,9.768269e-01,39,9.732618e-01,6.268051e-03
sample11-20rpm-60kx-4,-9.970994e-06,1.681011e+00,-2.671787e+00,-1.062580e-04,1.769735e-03,2.286181e-03,1.370391e-02,2.675747e-03,9.595979e-01,39,9.533822e-01,8.283049e-03
sample11-20rpm-60kx-6,4.509627e-03,2.151206e-01,1.601499e+00,-1.402170e-04,2.430026e-03,2.818143e-04,8.946384e-03,4.642132e-03,9.477429e-01,39,9.397033e-01,1.091004e-02
sample11-20rpm-60kx-7,7.611157e-03,6.812972e-01,1.295645e+00,-1.016451e-04,1.744989e-03,2.091276e-03,1.516487e-02,4.300836e-04,9.933536e-01,39,9.923310e-01,3.320811e-03
sample11-20rpm-60kx-8,1.128493e-03,2.884594e+00,-1.094514e+01,-9.516337e-05,1.564803e-03,3.141283e-03,1.456231e-02,1.713939e-03,9.723383e-01,39,9.680826e-01,6.629264e-03
sample11-20rpm-60kx-9,-5.392915e-04,4.769593e+00,4.921183e+00,-1.031331e-04,1.707078e-03,2.683114e-03,1.411482e-02,1.848876e-03,9.710925e-01,39,9.666452e-01,6.885279e-03
sample12-100rpm-60kx-10,1.634852e-03,-1.746841e+00,1.537476e+01,-8.834223e-05,1.462810e-03,3.299171e-03,1.562363e-02,1.342670e-03,9.776641e-01,39,9.742278e-01,5.867491e-03
sample12-100rpm-60kx-11,-1.563582e-03,-1.755833e+00,1.226041e+01,-8.930320e-05,1.483608e-03,3.304793e-03,1.592584e-02,1.281395e-03,9.792180e-01,39,9.760207e-01,5.732041e-03
sample12-100rpm-60kx-12,3.920208e-04,6.276581e+00,-1.906824e+01,-8.535702e-05,1.400849e-03,3.562978e-03,1.571030e-02,1.394061e-03,9.766927e-01,39,9.731069e-01,5.978724e-03
sample12-100rpm-60kx-13,-2.925445e-03,-1.110397e+00,9.552493e+00,-8.953518e-05,1.503240e-03,3.041379e-03,1.577968e-02,1.198437e-03,9.801696e-01,39,9.771188e-01,5.543388e-03
sample12-100rpm-60kx-14,-1.406681e-03,-1.758159e+00,1.223873e+01,-8.780745e-05,1.456590e-03,3.306930e-03,1.592727e-02,1.268862e-03,9.789388e-01,39,9.756986e-01,5.703939e-03
sample12-100rpm-60kx-15,7.441759e-03,6.757255e-01,1.355743e+00,-9.777894e-05,1.675046e-03,2.403895e-03,1.564310e-02,3.046236e-04,9.952570e-01,39,9.945273e-01,2.794792e-03
sample12-100rpm-60kx-16,1.477024e-03,-1.750955e+00,9.088012e+00,-8.765733e-05,1.455284e-03,3.449962e-03,1.614659e-02,1.275887e-03,9.795574e-01,39,9.764124e-01,5.719708e-03
sample12-100rpm-60kx-17,7.872030e-04,-3.233374e+00,1.833133e+01,-9.787820e-05,1.618584e-03,3.000354e-03,1.493044e-02,1.582447e-03,9.750401e-01,39,9.712001e-01,6.369894e-03
sample12-100rpm-60kx-18,1.151087e-03,-2.053441e+00,7.237336e+00,-8.592084e-05,1.418595e-03,3.541163e-03,1.599586e-02,1.327773e-03,9.783005e-01,39,9.749621e-01,5.834848e-03
sample12-100rpm-60kx-19,2.356658e-03,-1.420859e+00,1.090038e+01,-8.878854e-05,1.477775e-03,3.323980e-03,1.577273e-02,1.317694e-03,9.787681e-01,39,9.755016e-01,5.812661e-03
sample12-100rpm-60kx-1,7.088875e-03,6.800111e-01,1.315517e+00,-1.011313e-04,1.745496e-03,2.272905e-03,1.636225e-02,2.959263e-04,9.956328e-01,39,9.949609e-01,2.754606e-03
sample12-100rpm-60kx-20,7.482624e-03,6.395426e-01,1.618544e+00,-9.134383e-05,1.536069e-03,3.168587e-03,1.597773e-02,1.519351e-04,9.976369e-01,39,9.972733e-01,1.973771e-03
sample12-100rpm-60kx-21,1.434610e-03,-1.751466e+00,9.085682e+00,-8.612786e-05,1.429165e-03,3.468560e-03,1.625091e-02,1.243000e-03,9.797235e-01,39,9.766040e-01,5.645510e-03
sample12-100rpm-60kx-22,-7.711815e-03,-6.811929e-01,1.125924e+01,-9.944991e-05,1.702436e-03,2.213403e-03,1.512628e-02,4.187483e-04,9.933950e-01,39,9.923789e-01,3.276757e-03
sample12-100rpm-60kx-24,-1.040670e-03,-2.164482e+00,1.594582e+01,-8.840257e-05,1.452478e-03,3.382504e-03,1.551334e-02,1.375437e-03,9.769674e-01,39,9.734239e-01,5.938654e-03
sample12-100rpm-60kx-25,7.437532e-03,-6.872626e-01,8.162429e+00,-1.032104e-04,1.780477e-03,1.945534e-03,1.552777e-02,4.180360e-04,9.936420e-01,39,9.926638e-01,3.273969e-03
sample12-100rpm-60kx-27,7.559192e-03,6.309834e-01,1.671699e+00,-9.089124e-05,1.520745e-03,3.343219e-03,1.603082e-02,1.363959e-04,9.979140e-01,39,9.975931e-01,1.870115e-03
sample12-100rpm-60kx-28,2.051189e-03,-1.433608e+00,4.716830e+00,-8.886075e-05,1.487665e-03,3.368505e-03,1.654366e-02,1.167799e-03,9.817613e-01,39,9.789553e-01,5.472070e-03
sample12-100rpm-60kx-29,9.464654e-04,-2.289368e+00,1.238755e+01,-8.595039e-05,1.412200e-03,3.500298e-03,1.583899e-02,1.317601e-03,9.778914e-01,39,9.744901e-01,5.812456e-03
sample12-100rpm-60kx-2,5.824318e-05,8.300964e-02,1.953759e+00,-8.824941e-05,1.503377e-03,3.061027e-03,1.673910e-02,1.275864e-03,9.801907e-01,39,9.771431e-01,5.719655e-03
sample12-100rpm-60kx-30,7.676324e-04,3.847767e+00,-1.060953e+01,-8.612021e-05,1.410643e-03,3.561518e-03,1.541158e-02,1.498999e-03,9.750259e-01,39,9.711837e-01,6.199666e-03
sample12-100rpm-60kx-31,7.984706e-03,-6.922354e-01,8.265558e+00,-1.105608e-04,1.904713e-03,1.583731e-03,1.481102e-02,6.926766e-04,9.900253e-01,39,9.884908e-01,4.214373e-03
sample12-100rpm-60kx-3,7.417647e-03,6.448727e-01,1.589331e+00,-9.112676e-05,1.536781e-03,3.035596e-03,1.588464e-02,1.616979e-04,9.974240e-01,39,9.970276e-01,2.036198e-03
sample12-100rpm-60kx-4,-2.882674e-03,-1.099301e+00,9.458461e+00,-8.585006e-05,1.436770e-03,3.286156e-03,1.595995e-02,1.200750e-03,9.800672e-01,39,9.770006e-01,5.548735e-03
sample12-100rpm-60kx-7,-3.282906e-03,1.123371e+00,-1.806901e-01,-9.972135e-05,1.683534e-03,2.442906e-03,1.507438e-02,1.381937e-03,9.780613e-01,39,9.746861e-01,5.952671e-03
sample12-100rpm-60kx-8,7.245303e-03,-6.689358e-01,8.001781e+00,-9.489841e-05,1.622564e-03,2.500366e-03,1.580097e-02,2.426519e-04,9.960894e-01,39,9.954878e-01,2.494362e-03
sample12-100rpm-60kx-9,-2.501312e-03,1.432206e+00,-4.645745e+00,-9.248472e-05,1.538196e-03,2.985802e-03,1.502882e-02,1.461318e-03,9.757363e-01,39,9.720034e-01,6.121249e-03
sample12-195rpm-60kx-15,-7.242533e-03,-6.460025e-01,4.709473e+00,-9.289987e-05,1.572772e-03,2.947179e-03,1.613460e-02,1.625783e-04,9.974562e-01,39,9.970648e-01,2.041733e-03
sample12-195rpm-60kx-17,-4.909442e-04,-1.439856e-01,2.654633e+00,-9.143013e-05,1.566548e-03,2.906127e-03,1.584110e-02,1.353571e-03,9.791611e-01,39,9.759551e-01,5.891261e-03
sample12-195rpm-60kx-19,7.703045e-03,7.072171e-01,1.059290e+00,-1.150336e-04,2.005723e-03,1.226456e-03,1.555147e-02,6.968926e-04,9.906152e-01,39,9.891714e-01,4.227179e-03
sample12-195rpm-60kx-20,7.457405e-03,6.992225e-01,1.171191e+00,-1.053203e-04,1.827036e-03,1.732161e-03,1.561333e-02,5.007691e-04,9.925550e-01,39,9.914096e-01,3.583327e-03
sample12-195rpm-60kx-21,-2.974968e-03,-1.107589e+00,9.533064e+00,-8.813737e-05,1.477027e-03,3.078867e-03,1.567998e-02,1.213471e-03,9.795673e-01,39,9.764238e-01,5.578051e-03
