sample_name,a1,a2,a3,a4,a5,a6,a7,SSE,R_square,DFE,adj_R_square,RMSE
sample10-195rpm-60kx-10,4.029676e-08,-1.398320e-06,8.823242e-06,-2.049626e-05,1.161035e-03,1.715121e-03,2.118642e-02,5.936596e-04,9.918478e-01,39,9.905936e-01,3.901543e-03
sample10-195rpm-60kx-11,8.020637e-08,-2.378476e-06,1.290088e-05,3.451342e-05,7.261313e-04,1.609013e-03,2.151133e-02,3.406756e-04,9.947278e-01,39,9.939167e-01,2.955550e-03
sample10-195rpm-60kx-2,6.769259e-08,-2.051823e-06,1.096350e-05,2.329500e-05,8.597847e-04,1.677245e-03,2.164062e-02,3.752726e-04,9.945476e-01,39,9.937088e-01,3.101995e-03
sample10-195rpm-60kx-3,5.275318e-08,-1.682113e-06,9.446080e-06,2.776201e-06,1.007388e-03,1.653876e-03,2.130543e-02,4.660569e-04,9.932855e-01,39,9.922525e-01,3.456903e-03
sample10-195rpm-60kx-4,5.753074e-08,-1.782178e-06,9.348459e-06,1.462066e-05,9.548951e-04,1.661893e-03,2.156602e-02,4.036504e-04,9.942378e-01,39,9.933513e-01,3.217143e-03
sample10-195rpm-60kx-5,5.305624e-08,-1.747299e-06,1.121720e-05,-1.283598e-05,1.039531e-03,1.713682e-03,2.111188e-02,5.704966e-04,9.918666e-01,39,9.906153e-01,3.824672e-03
sample10-195rpm-60kx-6,9.281152e-08,-2.891604e-06,2.028867e-05,-6.490184e-06,7.578767e-04,1.796966e-03,2.122787e-02,5.488923e-04,9.921488e-01,39,9.909410e-01,3.751555e-03
sample10-195rpm-60kx-7,5.520270e-08,-1.722527e-06,8.976672e-06,1.258146e-05,9.866808e-04,1.704189e-03,2.168948e-02,4.115143e-04,9.942893e-01,39,9.934107e-01,3.248330e-03
sample10-195rpm-60kx-9,4.502181e-08,-1.608126e-06,1.226203e-05,-4.099098e-05,1.147296e-03,1.726654e-03,2.058653e-02,7.687258e-04,9.891339e-01,39,9.874622e-01,4.439698e-03
sample10-20rpm-60kx-11,9.431396e-08,-2.699433e-06,1.361706e-05,6.044559e-05,5.553164e-04,1.503743e-03,2.165534e-02,2.443608e-04,9.959902e-01,39,9.953733e-01,2.503130e-03
sample10-20rpm-60kx-12,7.394787e-08,-2.164243e-06,1.033771e-05,4.322297e-05,7.759039e-04,1.606510e-03,2.194559e-02,2.821062e-04,9.958659e-01,39,9.952299e-01,2.689515e-03
sample10-20rpm-60kx-13,1.023278e-07,-2.902935e-06,1.441994e-05,7.115493e-05,5.063276e-04,1.641356e-03,2.219815e-02,2.041489e-04,9.968813e-01,39,9.964015e-01,2.287922e-03
sample10-20rpm-60kx-1,1.080793e-07,-3.029562e-06,1.465015e-05,8.205664e-05,4.316772e-04,1.539382e-03,2.216816e-02,1.650721e-04,9.973665e-01,39,9.969614e-01,2.057333e-03
sample10-20rpm-60kx-2,9.662230e-08,-2.800748e-06,1.516156e-05,5.107985e-05,5.712905e-04,1.563469e-03,2.164793e-02,2.737467e-04,9.955914e-01,39,9.949132e-01,2.649367e-03
sample10-20rpm-60kx-3,8.304862e-08,-2.418555e-06,1.229671e-05,4.662344e-05,6.778258e-04,1.559718e-03,2.164838e-02,2.861774e-04,9.955187e-01,39,9.948292e-01,2.708853e-03
sample10-20rpm-60kx-4,9.682155e-08,-2.753263e-06,1.355240e-05,6.663547e-05,5.376449e-04,1.547222e-03,2.190729e-02,2.157507e-04,9.965685e-01,39,9.960405e-01,2.352035e-03
sample10-20rpm-60kx-5,1.020668e-07,-2.868222e-06,1.365877e-05,7.778206e-05,4.742722e-04,1.523521e-03,2.203045e-02,1.830147e-04,9.970646e-01,39,9.966130e-01,2.166261e-03
sample10-20rpm-60kx-7,9.621589e-08,-2.727715e-06,1.326026e-05,6.839892e-05,5.182007e-04,1.482456e-03,2.169244e-02,2.195086e-04,9.963638e-01,39,9.958044e-01,2.372430e-03
sample10-20rpm-60kx-9,9.561935e-08,-2.712640e-06,1.312980e-05,6.803451e-05,5.344515e-04,1.517487e-03,2.183165e-02,2.159559e-04,9.965158e-01,39,9.959798e-01,2.353153e-03
sample11-100rpm-60kx-10,1.030826e-07,-3.006062e-06,1.722955e-05,4.688221e-05,5.324927e-04,1.600638e-03,2.153311e-02,2.991381e-04,9.951538e-01,39,9.944082e-01,2.769514e-03
sample11-100rpm-60kx-11,1.007670e-07,-2.924720e-06,1.632721e-05,5.022171e-05,5.258892e-04,1.536897e-03,2.141171e-02,2.997832e-04,9.949767e-01,39,9.942039e-01,2.772499e-03
sample11-100rpm-60kx-13,1.042770e-07,-3.039963e-06,1.747361e-05,4.673167e-05,5.364615e-04,1.598196e-03,2.164930e-02,2.827644e-04,9.954722e-01,39,9.947756e-01,2.692651e-03
sample11-100rpm-60kx-16,1.197444e-07,-3.406428e-06,1.863898e-05,7.187322e-05,3.612913e-04,1.555624e-03,2.183743e-02,2.131287e-04,9.964368e-01,39,9.958886e-01,2.337699e-03
sample11-100rpm-60kx-17,1.067655e-07,-3.115844e-06,1.817372e-05,4.619724e-05,5.161757e-04,1.614428e-03,2.158827e-02,2.912225e-04,9.953199e-01,39,9.945999e-01,2.732626e-03
sample11-100rpm-60kx-18,1.027854e-07,-3.036141e-06,1.834309e-05,3.545428e-05,5.656263e-04,1.621674e-03,2.142199e-02,3.403166e-04,9.945575e-01,39,9.937202e-01,2.953992e-03
sample11-100rpm-60kx-1,8.934347e-08,-2.664444e-06,1.577968e-05,2.922128e-05,6.540063e-04,1.589453e-03,2.116652e-02,3.892349e-04,9.936836e-01,39,9.927118e-01,3.159174e-03
sample11-100rpm-60kx-21,1.290334e-07,-3.709382e-06,2.172468e-05,6.261141e-05,3.658384e-04,1.657092e-03,2.218004e-02,1.925981e-04,9.970089e-01,39,9.965487e-01,2.222254e-03
sample11-100rpm-60kx-25,7.753096e-08,-2.469601e-06,1.738595e-05,-1.359146e-05,8.589986e-04,1.759085e-03,2.092702e-02,6.105534e-04,9.910912e-01,39,9.897206e-01,3.956667e-03
sample11-100rpm-60kx-27,9.442699e-08,-2.737856e-06,1.474511e-05,5.060657e-05,5.661607e-04,1.520242e-03,2.139655e-02,2.935932e-04,9.951035e-01,39,9.943502e-01,2.743726e-03
sample11-100rpm-60kx-2,1.077110e-07,-3.093699e-06,1.690322e-05,6.087107e-05,4.632760e-04,1.569404e-03,2.166488e-02,2.545279e-04,9.958012e-01,39,9.951552e-01,2.554674e-03
sample11-100rpm-60kx-31,8.482658e-08,-2.516018e-06,1.410101e-05,3.424281e-05,6.900327e-04,1.615131e-03,2.144173e-02,3.472977e-04,9.945643e-01,39,9.937280e-01,2.984136e-03
sample11-100rpm-60kx-33,1.154894e-07,-3.259818e-06,1.687095e-05,7.826724e-05,3.905731e-04,1.558236e-03,2.209096e-02,1.716242e-04,9.972243e-01,39,9.967972e-01,2.097766e-03
sample11-100rpm-60kx-3,1.101249e-07,-3.149415e-06,1.703187e-05,6.488925e-05,4.433496e-04,1.561804e-03,2.176885e-02,2.319113e-04,9.961834e-01,39,9.955962e-01,2.438533e-03
sample11-100rpm-60kx-4,9.392332e-08,-2.752757e-06,1.543222e-05,4.281442e-05,6.040122e-04,1.602780e-03,2.150163e-02,3.175167e-04,9.949255e-01,39,9.941448e-01,2.853323e-03
sample11-100rpm-60kx-5,9.579292e-08,-2.826515e-06,1.654449e-05,3.702289e-05,5.886858e-04,1.578770e-03,2.122928e-02,3.604693e-04,9.940589e-01,39,9.931449e-01,3.040198e-03
sample11-100rpm-60kx-6,9.349515e-08,-2.754380e-06,1.571757e-05,3.853590e-05,6.331028e-04,1.629058e-03,2.161329e-02,3.114056e-04,9.951561e-01,39,9.944109e-01,2.825732e-03
sample11-100rpm-60kx-8,1.198041e-07,-3.514106e-06,2.182357e-05,4.146951e-05,4.505043e-04,1.676938e-03,2.165356e-02,3.153585e-04,9.950392e-01,39,9.942760e-01,2.843610e-03
sample11-195rpm-60kx-11,9.151678e-08,-2.736989e-06,1.659617e-05,2.636425e-05,6.469988e-04,1.589003e-03,2.112977e-02,4.004807e-04,9.934936e-01,39,9.924927e-01,3.204487e-03
sample11-195rpm-60kx-12,3.702115e-08,-1.394684e-06,1.052471e-05,-4.388860e-05,1.277311e-03,2.020669e-03,2.144540e-02,7.393518e-04,9.910244e-01,39,9.896436e-01,4.354049e-03
sample11-195rpm-60kx-13,3.109822e-08,-1.222734e-06,9.290706e-06,-4.596835e-05,1.300933e-03,1.888269e-03,2.110838e-02,7.578158e-04,9.903530e-01,39,9.888689e-01,4.408081e-03
sample11-195rpm-60kx-14,8.890145e-08,-2.625878e-06,1.483066e-05,3.680344e-05,6.525524e-04,1.603201e-03,2.142302e-02,3.389135e-04,9.946189e-01,39,9.937911e-01,2.947896e-03
sample11-195rpm-60kx-19,9.743113e-08,-2.821523e-06,1.530857e-05,5.185329e-05,5.546901e-04,1.543482e-03,2.153364e-02,2.741783e-04,9.955053e-01,39,9.948138e-01,2.651455e-03
sample11-195rpm-60kx-1,8.785470e-08,-2.592938e-06,1.448429e-05,3.748031e-05,6.637215e-04,1.611614e-03,2.149632e-02,3.285022e-04,9.948427e-01,39,9.940493e-01,2.902263e-03
sample11-195rpm-60kx-22,9.436713e-08,-2.778288e-06,1.595999e-05,3.900703e-05,6.026285e-04,1.592573e-03,2.136302e-02,3.415683e-04,9.944651e-01,39,9.936135e-01,2.959419e-03
sample11-195rpm-60kx-24,4.116385e-08,-1.432352e-06,9.041671e-06,-2.110971e-05,1.199882e-03,1.894879e-03,2.174025e-02,5.724021e-04,9.928354e-01,39,9.917331e-01,3.831054e-03
sample11-195rpm-60kx-25,1.101365e-07,-3.159767e-06,1.734632e-05,6.200054e-05,4.488433e-04,1.565052e-03,2.171338e-02,2.408270e-04,9.960306e-01,39,9.954199e-01,2.484965e-03
sample11-195rpm-60kx-26,9.975112e-08,-2.926767e-06,1.699913e-05,4.165205e-05,5.592022e-04,1.593481e-03,2.138177e-02,3.318350e-04,9.945816e-01,39,9.937480e-01,2.916949e-03
sample11-195rpm-60kx-31,8.729397e-08,-2.629781e-06,1.599759e-05,2.225712e-05,6.951164e-04,1.640741e-03,2.121242e-02,4.152584e-04,9.934669e-01,39,9.924618e-01,3.263074e-03
sample11-195rpm-60kx-4,1.017447e-07,-2.933031e-06,1.587015e-05,5.650660e-05,5.200192e-04,1.564214e-03,2.167171e-02,2.574905e-04,9.958124e-01,39,9.951681e-01,2.569498e-03
sample11-195rpm-60kx-6,7.989739e-08,-2.407560e-06,1.404873e-05,2.335678e-05,7.419714e-04,1.594216e-03,2.120432e-02,3.994347e-04,9.936897e-01,39,9.927189e-01,3.200299e-03
sample11-195rpm-60kx-7,8.476795e-08,-2.558281e-06,1.549342e-05,2.136681e-05,7.061775e-04,1.615286e-03,2.110490e-02,4.267015e-04,9.931930e-01,39,9.921458e-01,3.307728e-03
sample11-195rpm-60kx-8,4.725985e-08,-1.533812e-06,8.254607e-06,8.107279e-07,1.089360e-03,1.796876e-03,2.181068e-02,4.652396e-04,9.939103e-01,39,9.929734e-01,3.453870e-03
sample11-20rpm-60kx-10,9.591530e-08,-2.856458e-06,1.729451e-05,3.015113e-05,6.182657e-04,1.648830e-03,2.131376e-02,3.802582e-04,9.939772e-01,39,9.930506e-01,3.122533e-03
sample11-20rpm-60kx-12,8.157541e-08,-2.554099e-06,1.741782e-05,-4.126454e-06,7.924325e-04,1.691910e-03,2.082128e-02,5.600064e-04,9.914533e-01,39,9.901384e-01,3.789345e-03
sample11-20rpm-60kx-13,1.054731e-07,-3.083211e-06,1.799467e-05,4.520652e-05,5.256724e-04,1.631472e-03,2.157731e-02,3.041113e-04,9.951390e-01,39,9.943911e-01,2.792441e-03
sample11-20rpm-60kx-19,7.795747e-08,-2.457958e-06,1.680812e-05,-7.806371e-06,8.465752e-04,1.685128e-03,2.098361e-02,5.369252e-04,9.920218e-01,39,9.907944e-01,3.710433e-03
sample11-20rpm-60kx-20,1.173327e-07,-3.540699e-06,2.420547e-05,1.334780e-05,5.402666e-04,1.769386e-03,2.135839e-02,4.321423e-04,9.936346e-01,39,9.926553e-01,3.328749e-03
sample11-20rpm-60kx-21,1.342344e-07,-3.971857e-06,2.634208e-05,3.096352e-05,4.103791e-04,1.773875e-03,2.182623e-02,3.134584e-04,9.954265e-01,39,9.947229e-01,2.835030e-03
sample11-20rpm-60kx-22,1.213021e-07,-3.648512e-06,2.489367e-05,1.529792e-05,5.234134e-04,1.779368e-03,2.153003e-02,3.981959e-04,9.942289e-01,39,9.933411e-01,3.195333e-03
sample11-20rpm-60kx-23,1.170928e-07,-3.518171e-06,2.367984e-05,1.602537e-05,5.628637e-04,1.732461e-03,2.161814e-02,3.380365e-04,9.950986e-01,39,9.943445e-01,2.944079e-03
sample11-20rpm-60kx-26,1.055544e-07,-3.189080e-06,2.114518e-05,1.521855e-05,6.089888e-04,1.729090e-03,2.131890e-02,4.218063e-04,9.936450e-01,39,9.926673e-01,3.288700e-03
sample11-20rpm-60kx-27,7.961493e-08,-2.483384e-06,1.649714e-05,-1.512608e-07,8.038215e-04,1.694199e-03,2.097016e-02,5.289536e-04,9.919818e-01,39,9.907482e-01,3.682786e-03
sample11-20rpm-60kx-29,1.117844e-07,-3.300178e-06,2.050047e-05,3.589519e-05,5.119287e-04,1.681010e-03,2.152335e-02,3.401417e-04,9.946677e-01,39,9.938473e-01,2.953233e-03
sample11-20rpm-60kx-2,8.894797e-08,-2.738420e-06,1.820196e-05,5.027747e-06,7.351515e-04,1.707909e-03,2.110323e-02,4.927989e-04,9.925471e-01,39,9.914005e-01,3.554697e-03
sample11-20rpm-60kx-4,1.421335e-07,-4.126993e-06,2.597566e-05,5.186964e-05,3.160861e-04,1.698386e-03,2.213161e-02,2.094003e-04,9.968382e-01,39,9.963518e-01,2.317162e-03
sample11-20rpm-60kx-6,1.278785e-07,-4.050875e-06,3.275003e-05,-4.522391e-05,6.716529e-04,2.038317e-03,2.129462e-02,6.780067e-04,9.923676e-01,39,9.911934e-01,4.169507e-03
sample11-20rpm-60kx-7,9.086017e-08,-2.757916e-06,1.756072e-05,1.576009e-05,6.914250e-04,1.681607e-03,2.118729e-02,4.454716e-04,9.931158e-01,39,9.920567e-01,3.379696e-03
sample11-20rpm-60kx-8,1.231694e-07,-3.507197e-06,1.942496e-05,7.171207e-05,3.600977e-04,1.594828e-03,2.203728e-02,1.815286e-04,9.970703e-01,39,9.966195e-01,2.157447e-03
sample11-20rpm-60kx-9,1.134096e-07,-3.329312e-06,2.030778e-05,4.148373e-05,4.911451e-04,1.690024e-03,2.163645e-02,3.137170e-04,9.950950e-01,39,9.943404e-01,2.836199e-03
sample12-100rpm-60kx-10,1.015960e-07,-2.904622e-06,1.514804e-05,6.310223e-05,4.955643e-04,1.520112e-03,2.164546e-02,2.436138e-04,9.959474e-01,39,9.953239e-01,2.499301e-03
sample12-100rpm-60kx-11,9.378303e-08,-2.707330e-06,1.417029e-05,5.421149e-05,5.749175e-04,1.550934e-03,2.160792e-02,2.719770e-04,9.955890e-01,39,9.949104e-01,2.640790e-03
sample12-100rpm-60kx-12,1.053348e-07,-2.963537e-06,1.451879e-05,7.765673e-05,4.354046e-04,1.486895e-03,2.182362e-02,1.952173e-04,9.967362e-01,39,9.962340e-01,2.237314e-03
sample12-100rpm-60kx-13,9.476817e-08,-2.754790e-06,1.502264e-05,4.867168e-05,5.718963e-04,1.541391e-03,2.142358e-02,3.033261e-04,9.949809e-01,39,9.942087e-01,2.788834e-03
sample12-100rpm-60kx-14,9.414834e-08,-2.706338e-06,1.396196e-05,5.696769e-05,5.589171e-04,1.497758e-03,2.153631e-02,2.590422e-04,9.957003e-01,39,9.950388e-01,2.577229e-03
sample12-100rpm-60kx-15,8.747363e-08,-2.623731e-06,1.566803e-05,2.543385e-05,6.949073e-04,1.648565e-03,2.135912e-02,3.918630e-04,9.938987e-01,39,9.929600e-01,3.169821e-03
sample12-100rpm-60kx-16,9.521656e-08,-2.727475e-06,1.382188e-05,6.065158e-05,5.568481e-04,1.553603e-03,2.177138e-02,2.422395e-04,9.961188e-01,39,9.955217e-01,2.492242e-03
sample12-100rpm-60kx-17,1.081529e-07,-3.140851e-06,1.798253e-05,5.069058e-05,5.102724e-04,1.631876e-03,2.183093e-02,2.700706e-04,9.957402e-01,39,9.950848e-01,2.631518e-03
sample12-100rpm-60kx-18,1.010174e-07,-2.858430e-06,1.408405e-05,7.148127e-05,4.887551e-04,1.509538e-03,2.185329e-02,2.047443e-04,9.966539e-01,39,9.961391e-01,2.291256e-03
