input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21,input22,input23,input24,input25,output1,output2,output3,output4,output5,output6,output7,output8
2.363364e-01,1.962443e-01,1.801935e-01,1.618218e-01,1.531257e-01,1.316397e-01,1.203824e-01,1.105286e-01,1.013030e-01,9.216998e-02,8.634989e-02,7.866932e-02,7.102828e-02,6.897751e-02,6.782055e-02,6.207031e-02,5.964345e-02,5.613722e-02,5.599404e-02,5.401978e-02,5.302120e-02,4.956398e-02,4.798187e-02,4.619393e-02,9.216998e-02,2.092382e-08,-4.747801e-07,2.527147e-07,4.415820e-05,-2.004070e-04,6.614729e-04,3.922296e-03,2.312362e-02
2.881357e-01,2.241807e-01,1.501018e-01,1.109895e-01,8.718516e-02,8.317418e-02,8.137156e-02,6.589959e-02,5.773810e-02,5.161713e-02,4.886156e-02,4.775421e-02,3.931981e-02,3.246018e-02,3.196321e-02,3.025501e-02,2.770567e-02,2.634982e-02,2.443316e-02,2.413464e-02,2.272102e-02,2.159581e-02,2.048143e-02,2.015294e-02,5.161713e-02,1.062330e-08,-1.679397e-07,-1.876773e-06,3.253335e-05,-4.160713e-05,3.278898e-04,2.635903e-03,2.244619e-02
3.218716e-01,1.088568e-01,1.078292e-01,9.938206e-02,8.890657e-02,6.689656e-02,5.689226e-02,5.107671e-02,4.776878e-02,4.630218e-02,4.165899e-02,3.874192e-02,3.206535e-02,3.125649e-02,2.897935e-02,2.863996e-02,2.793870e-02,2.635105e-02,2.364631e-02,2.156180e-02,2.041855e-02,1.950943e-02,1.906194e-02,1.887534e-02,4.630218e-02,8.821430e-09,-1.158459e-07,-2.199478e-06,3.000862e-05,-1.325766e-05,2.850952e-04,2.401023e-03,2.238326e-02
2.023794e-01,1.118296e-01,9.882987e-02,8.840151e-02,8.697742e-02,8.361758e-02,6.782151e-02,6.727419e-02,5.642024e-02,5.363739e-02,5.224937e-02,4.610454e-02,4.519614e-02,4.116070e-02,3.767995e-02,3.526958e-02,2.836511e-02,2.515171e-02,2.339548e-02,2.239750e-02,2.127154e-02,2.048557e-02,1.882299e-02,1.814766e-02,5.363739e-02,1.064456e-08,-1.695003e-07,-1.842335e-06,3.222240e-05,-4.108715e-05,3.384092e-04,2.646383e-03,2.252153e-02
1.565587e-01,1.066163e-01,8.746286e-02,8.345613e-02,6.333856e-02,5.771402e-02,5.408065e-02,4.608066e-02,4.109005e-02,4.025317e-02,3.970286e-02,3.810154e-02,3.589404e-02,2.959269e-02,2.937917e-02,2.661914e-02,2.247027e-02,2.172272e-02,2.087356e-02,1.836593e-02,1.819319e-02,1.720931e-02,1.597018e-02,1.538518e-02,4.025317e-02,1.003736e-08,-1.483076e-07,-2.070501e-06,3.268626e-05,-3.507869e-05,2.958731e-04,2.568315e-03,2.232974e-02
1.791829e-01,1.388031e-01,1.129269e-01,1.072371e-01,1.010100e-01,9.860950e-02,8.378894e-02,7.942532e-02,7.292878e-02,6.772635e-02,6.565687e-02,6.387320e-02,6.168202e-02,5.833520e-02,5.538240e-02,5.271044e-02,5.174026e-02,5.108515e-02,4.938864e-02,4.544174e-02,4.415170e-02,4.170126e-02,4.150817e-02,4.020611e-02,6.772635e-02,1.840262e-08,-4.037590e-07,-1.346862e-07,3.970783e-05,-1.569394e-04,6.374732e-04,3.683818e-03,2.351266e-02
5.474789e-02,5.202804e-02,4.772148e-02,3.702344e-02,2.824590e-02,2.321557e-02,2.205739e-02,1.790042e-02,1.519539e-02,1.307859e-02,1.024408e-02,8.571649e-03,8.474995e-03,6.869021e-03,6.251320e-03,5.727864e-03,4.828377e-03,4.812484e-03,4.632720e-03,3.785086e-03,3.648369e-03,3.239297e-03,3.126113e-03,3.023239e-03,1.307859e-02,7.030613e-09,-5.984363e-08,-2.664002e-06,2.906214e-05,1.010761e-05,2.339782e-04,2.248505e-03,2.239052e-02
1.000762e-01,9.505923e-02,7.509391e-02,5.377785e-02,4.141766e-02,3.767625e-02,2.940218e-02,2.872630e-02,2.568148e-02,2.339011e-02,2.049614e-02,1.987222e-02,1.708107e-02,1.531579e-02,1.284518e-02,1.150168e-02,1.103115e-02,1.000265e-02,8.559711e-03,8.241151e-03,7.872667e-03,7.102670e-03,6.571205e-03,6.418658e-03,2.339011e-02,9.371725e-09,-1.268304e-07,-2.265917e-06,3.261618e-05,-2.752062e-05,2.727895e-04,2.504516e-03,2.228439e-02
3.859852e-01,1.935807e-01,1.834956e-01,1.148227e-01,1.122686e-01,9.330988e-02,7.726085e-02,7.109879e-02,7.022336e-02,6.292700e-02,5.876109e-02,4.917216e-02,4.407605e-02,4.310198e-02,3.955081e-02,3.806941e-02,3.656197e-02,3.533357e-02,3.495364e-02,3.318180e-02,2.999196e-02,2.973031e-02,2.817852e-02,2.753398e-02,6.292700e-02,1.174315e-08,-1.966218e-07,-1.801710e-06,3.556639e-05,-6.441901e-05,3.362298e-04,2.782305e-03,2.234343e-02
7.277045e-02,7.222094e-02,6.374030e-02,5.584010e-02,5.073669e-02,4.456872e-02,4.433356e-02,3.514757e-02,3.252491e-02,3.011972e-02,2.903110e-02,2.848512e-02,2.272964e-02,2.087775e-02,1.805436e-02,1.772673e-02,1.770827e-02,1.549536e-02,1.504060e-02,1.139090e-02,1.050762e-02,1.009927e-02,9.550735e-03,9.375249e-03,3.011972e-02,8.170743e-09,-9.580054e-08,-2.356869e-06,2.948589e-05,-3.801630e-06,2.703102e-04,2.358500e-03,2.245866e-02
1.000885e-01,6.311165e-02,6.234785e-02,5.637994e-02,5.442872e-02,3.768044e-02,3.329480e-02,3.144566e-02,2.976033e-02,2.519184e-02,1.989884e-02,1.621530e-02,1.404912e-02,1.298356e-02,1.203476e-02,1.109073e-02,1.051261e-02,1.007219e-02,9.115690e-03,8.755321e-03,8.228603e-03,7.894841e-03,7.821446e-03,6.974015e-03,2.519184e-02,1.227721e-08,-2.169305e-07,-1.541829e-06,3.450749e-05,-6.726126e-05,3.667632e-04,2.787697e-03,2.238677e-02
1.351329e-01,8.546841e-02,8.086171e-02,7.370863e-02,7.148710e-02,6.399995e-02,5.637011e-02,3.452248e-02,3.141810e-02,2.826288e-02,2.730977e-02,2.659769e-02,2.102097e-02,1.916811e-02,1.863366e-02,1.675166e-02,1.554511e-02,1.530487e-02,1.418490e-02,1.338155e-02,1.241042e-02,1.202261e-02,1.167004e-02,1.118284e-02,2.826288e-02,1.204585e-08,-2.064663e-07,-1.708865e-06,3.556665e-05,-6.754359e-05,3.380399e-04,2.786276e-03,2.226508e-02
6.788202e-02,6.307634e-02,5.933832e-02,5.589623e-02,5.338875e-02,4.933507e-02,4.657328e-02,4.489806e-02,4.056667e-02,4.015574e-02,3.848695e-02,3.747295e-02,3.709568e-02,3.502324e-02,3.169257e-02,3.111137e-02,2.994353e-02,2.943127e-02,2.886455e-02,2.769047e-02,2.737174e-02,2.716457e-02,2.620412e-02,2.521501e-02,4.015574e-02,1.648298e-08,-3.512515e-07,-3.715113e-07,3.572187e-05,-1.208501e-04,5.856173e-04,3.399204e-03,2.339820e-02
5.460910e-02,4.601916e-02,4.579633e-02,4.046321e-02,3.178053e-02,3.054391e-02,2.154802e-02,1.326006e-02,1.115387e-02,1.098906e-02,1.039008e-02,9.601632e-03,8.577387e-03,7.257803e-03,6.580946e-03,5.660241e-03,5.083578e-03,4.925545e-03,4.401621e-03,4.325377e-03,4.093850e-03,3.818033e-03,3.206178e-03,2.860494e-03,1.098906e-02,1.045655e-08,-1.568943e-07,-2.119111e-06,3.471933e-05,-4.702866e-05,2.986991e-04,2.665323e-03,2.232086e-02
1.386399e-01,1.304911e-01,1.227653e-01,8.773470e-02,6.888224e-02,6.033948e-02,5.302835e-02,4.775769e-02,4.109956e-02,4.087410e-02,4.051824e-02,3.786099e-02,3.734768e-02,3.377314e-02,3.183515e-02,3.084301e-02,2.769570e-02,2.644298e-02,2.531497e-02,2.356282e-02,2.145530e-02,2.115693e-02,1.897123e-02,1.778492e-02,4.087410e-02,1.392639e-08,-2.551250e-07,-1.572076e-06,4.062479e-05,-1.069171e-04,3.668229e-04,3.045710e-03,2.216257e-02
9.242772e-02,6.460123e-02,6.369932e-02,5.415063e-02,4.884195e-02,4.208195e-02,3.913245e-02,3.153860e-02,3.025783e-02,2.970399e-02,2.681683e-02,2.337472e-02,2.133211e-02,2.121988e-02,2.108418e-02,1.639713e-02,1.166617e-02,1.164630e-02,1.161073e-02,1.149970e-02,1.106687e-02,1.091893e-02,1.005774e-02,8.791580e-03,2.970399e-02,8.553176e-09,-1.013182e-07,-2.480082e-06,3.224770e-05,-1.792444e-05,2.642757e-04,2.462935e-03,2.240109e-02
8.979563e-02,8.057847e-02,6.248330e-02,6.163809e-02,5.247328e-02,5.242468e-02,5.186952e-02,4.389874e-02,4.044070e-02,4.000113e-02,3.992238e-02,3.663891e-02,3.476592e-02,3.085752e-02,2.959258e-02,2.578277e-02,2.511399e-02,2.374296e-02,2.325660e-02,2.162299e-02,2.144001e-02,1.960153e-02,1.926292e-02,1.847319e-02,4.000113e-02,1.432375e-08,-2.683500e-07,-1.447915e-06,4.067725e-05,-1.135299e-04,4.088218e-04,3.077555e-03,2.236317e-02
1.935401e-01,1.462423e-01,1.437018e-01,1.335467e-01,1.157624e-01,7.878774e-02,6.876440e-02,5.491572e-02,5.307894e-02,5.212635e-02,4.304435e-02,4.293289e-02,4.194548e-02,3.775821e-02,3.684353e-02,3.653545e-02,3.401507e-02,3.377660e-02,3.141967e-02,2.867138e-02,2.623912e-02,2.607280e-02,2.474403e-02,2.391317e-02,5.212635e-02,9.379915e-09,-1.094468e-07,-2.879272e-06,3.983618e-05,-5.588533e-05,2.536036e-04,2.681217e-03,2.226180e-02
2.281852e-01,2.006151e-01,1.335138e-01,9.486699e-02,7.838847e-02,5.386880e-02,5.093438e-02,4.571500e-02,4.350536e-02,4.200997e-02,3.835837e-02,3.411281e-02,3.381363e-02,3.348654e-02,3.031521e-02,2.880314e-02,2.703722e-02,2.472648e-02,2.430951e-02,2.228224e-02,2.151041e-02,2.107743e-02,2.053253e-02,1.959505e-02,4.200997e-02,6.448831e-09,-2.167994e-08,-3.517116e-06,3.708842e-05,-1.663528e-05,2.132941e-04,2.400772e-03,2.244734e-02
8.900323e-02,8.131645e-02,7.837897e-02,5.841143e-02,4.608085e-02,4.289120e-02,3.392402e-02,3.274756e-02,2.414404e-02,2.271981e-02,1.987818e-02,1.863183e-02,1.601761e-02,1.531894e-02,1.383873e-02,1.175825e-02,1.164476e-02,1.094308e-02,9.820840e-03,9.598923e-03,8.317222e-03,7.643359e-03,6.804430e-03,6.458155e-03,2.271981e-02,8.786691e-09,-9.113497e-08,-3.028917e-06,3.953583e-05,-4.955662e-05,2.548802e-04,2.633532e-03,2.237631e-02
1.943644e-01,1.248139e-01,9.748844e-02,9.511505e-02,7.561332e-02,6.779625e-02,6.612073e-02,5.627013e-02,5.112876e-02,4.580197e-02,4.345449e-02,4.337667e-02,3.872398e-02,3.521036e-02,3.431819e-02,3.173514e-02,3.077579e-02,2.849492e-02,2.797617e-02,2.744452e-02,2.474088e-02,2.325656e-02,2.318915e-02,2.265412e-02,4.580197e-02,8.824457e-09,-9.625734e-08,-2.895913e-06,3.838493e-05,-4.910792e-05,2.931763e-04,2.590296e-03,2.246805e-02
2.956215e-01,2.249701e-01,1.256907e-01,1.016053e-01,8.370805e-02,7.805130e-02,7.531083e-02,7.073814e-02,6.164370e-02,5.666375e-02,5.225258e-02,4.983834e-02,4.471428e-02,4.327000e-02,4.030694e-02,3.991288e-02,3.727950e-02,3.365363e-02,3.228088e-02,3.056320e-02,2.981473e-02,2.850585e-02,2.669005e-02,2.553054e-02,5.666375e-02,1.035759e-08,-1.448625e-07,-2.458713e-06,3.840508e-05,-6.123076e-05,2.924469e-04,2.735962e-03,2.231647e-02
5.770526e-02,5.584487e-02,5.079052e-02,4.415332e-02,4.405019e-02,4.135012e-02,3.859488e-02,3.825672e-02,3.426875e-02,3.008328e-02,2.728238e-02,2.451301e-02,1.901244e-02,1.880606e-02,1.793347e-02,1.623904e-02,1.495605e-02,1.462026e-02,1.223143e-02,9.678859e-03,9.420912e-03,9.258986e-03,9.028750e-03,8.991028e-03,3.008328e-02,1.385801e-08,-2.554322e-07,-1.506183e-06,3.959016e-05,-1.024372e-04,3.803018e-04,3.041351e-03,2.230486e-02
2.283010e-01,1.501565e-01,9.656873e-02,9.206061e-02,8.526190e-02,6.323352e-02,5.781170e-02,5.380344e-02,4.498651e-02,4.430343e-02,4.068624e-02,3.465465e-02,3.297305e-02,3.065671e-02,2.976677e-02,2.731794e-02,2.676656e-02,2.649828e-02,2.548516e-02,2.203214e-02,2.202358e-02,2.060012e-02,1.827493e-02,1.799297e-02,4.430343e-02,8.524419e-09,-9.431171e-08,-2.699077e-06,3.470557e-05,-2.702352e-05,2.514108e-04,2.509677e-03,2.234436e-02
1.098515e-01,7.849566e-02,7.595775e-02,7.389115e-02,6.080159e-02,5.638635e-02,5.454199e-02,4.646467e-02,4.375797e-02,4.186662e-02,4.022701e-02,3.717777e-02,3.405454e-02,3.030363e-02,2.792558e-02,2.782929e-02,2.677086e-02,2.527330e-02,2.256130e-02,2.180557e-02,1.902491e-02,1.869669e-02,1.744302e-02,1.710979e-02,4.186662e-02,1.264614e-08,-2.167996e-07,-1.846674e-06,3.927551e-05,-8.831339e-05,3.486681e-04,2.937254e-03,2.232122e-02
1.707609e-01,1.453270e-01,1.255921e-01,1.173792e-01,1.016903e-01,6.891448e-02,6.320314e-02,5.134365e-02,5.078890e-02,4.756572e-02,3.869787e-02,3.725293e-02,3.590738e-02,3.506351e-02,3.306177e-02,3.186961e-02,2.866199e-02,2.787983e-02,2.584887e-02,2.372600e-02,2.220118e-02,1.989949e-02,1.815718e-02,1.739793e-02,4.756572e-02,4.154156e-09,4.169791e-08,-3.834062e-06,3.289816e-05,2.120783e-05,1.891295e-04,2.102216e-03,2.253171e-02
1.101202e-01,9.310165e-02,8.776281e-02,8.141328e-02,7.586560e-02,7.120088e-02,6.764773e-02,5.976556e-02,5.697361e-02,4.859296e-02,4.414288e-02,3.732977e-02,3.509320e-02,3.188459e-02,2.929970e-02,2.729287e-02,2.513780e-02,2.297646e-02,2.261459e-02,2.240898e-02,2.220923e-02,2.000973e-02,1.913894e-02,1.707953e-02,4.859296e-02,1.185679e-08,-1.587849e-07,-3.214790e-06,5.250821e-05,-1.327389e-04,3.092931e-04,3.190928e-03,2.243658e-02
6.580000e-02,5.809434e-02,5.180576e-02,5.029034e-02,4.809064e-02,3.481539e-02,3.226050e-02,2.504505e-02,2.493967e-02,2.329461e-02,2.164098e-02,2.143949e-02,1.775057e-02,1.610690e-02,1.287701e-02,1.229999e-02,1.155615e-02,1.100882e-02,1.003785e-02,9.359398e-03,8.259496e-03,7.640162e-03,7.008680e-03,6.395638e-03,2.329461e-02,1.182752e-08,-1.950955e-07,-1.923896e-06,3.727012e-05,-7.153881e-05,3.299598e-04,2.831373e-03,2.232643e-02
3.801947e-01,1.863311e-01,1.088341e-01,9.470332e-02,7.871772e-02,7.052281e-02,6.442935e-02,6.274889e-02,5.530746e-02,5.116867e-02,4.717837e-02,4.546272e-02,4.349662e-02,4.037046e-02,3.403529e-02,3.174404e-02,3.043103e-02,2.936654e-02,2.783792e-02,2.713359e-02,2.364310e-02,2.278271e-02,2.225561e-02,2.130335e-02,5.116867e-02,4.934735e-09,3.861609e-09,-3.159223e-06,2.764821e-05,3.528880e-05,2.092855e-04,2.074539e-03,2.251255e-02
3.866995e-01,2.194250e-01,1.170913e-01,9.818075e-02,8.985625e-02,8.540475e-02,7.137301e-02,6.171407e-02,5.963465e-02,5.646779e-02,5.253770e-02,5.084862e-02,4.709499e-02,4.425177e-02,4.418370e-02,3.963455e-02,3.848953e-02,3.554624e-02,3.233686e-02,2.959847e-02,2.865714e-02,2.835555e-02,2.691267e-02,2.532612e-02,5.646779e-02,7.998484e-09,-7.997094e-08,-2.765297e-06,3.363647e-05,-1.755305e-05,2.467005e-04,2.467565e-03,2.240681e-02
8.508174e-02,7.187659e-02,4.839398e-02,4.780491e-02,3.680272e-02,3.592055e-02,3.490592e-02,3.154718e-02,2.938780e-02,2.408890e-02,2.401091e-02,2.191272e-02,1.909413e-02,1.351430e-02,1.029445e-02,9.022266e-03,8.367300e-03,8.017837e-03,7.823999e-03,7.427155e-03,6.372176e-03,6.177887e-03,5.513128e-03,5.180555e-03,2.408890e-02,7.813106e-09,-8.730261e-08,-2.353679e-06,2.816782e-05,5.433716e-06,2.567851e-04,2.279632e-03,2.239796e-02
1.856300e-01,9.932123e-02,6.149337e-02,5.545888e-02,4.713583e-02,4.305207e-02,4.293089e-02,4.230679e-02,4.032743e-02,3.821955e-02,3.697652e-02,3.544119e-02,3.445436e-02,3.165570e-02,2.626567e-02,2.603935e-02,2.461589e-02,2.385038e-02,2.321490e-02,2.298910e-02,2.037329e-02,1.942978e-02,1.637970e-02,1.499393e-02,3.821955e-02,9.097000e-09,-1.261564e-07,-2.065853e-06,2.932955e-05,-1.293344e-05,2.969008e-04,2.435263e-03,2.248408e-02
7.647118e-02,7.053005e-02,5.044122e-02,4.035096e-02,3.208639e-02,2.618793e-02,2.587139e-02,2.383109e-02,1.631745e-02,1.278057e-02,1.237879e-02,1.088232e-02,9.136803e-03,8.176111e-03,7.267464e-03,6.557386e-03,6.428328e-03,5.852851e-03,5.144934e-03,5.030963e-03,4.991941e-03,4.907718e-03,4.016991e-03,3.966044e-03,1.278057e-02,6.528777e-09,-5.251239e-08,-2.503159e-06,2.539835e-05,2.946785e-05,2.358762e-04,2.121565e-03,2.245242e-02
2.061448e-01,9.526324e-02,5.227802e-02,4.640235e-02,3.737732e-02,3.471771e-02,3.201062e-02,3.167871e-02,3.061204e-02,2.535444e-02,2.485966e-02,1.800716e-02,1.742202e-02,1.483772e-02,1.399244e-02,1.148237e-02,1.071276e-02,9.509389e-03,9.194456e-03,8.448562e-03,8.069781e-03,7.607543e-03,7.247087e-03,6.666543e-03,2.535444e-02,9.395501e-09,-1.323882e-07,-2.092264e-06,3.067932e-05,-2.067649e-05,2.847570e-04,2.454738e-03,2.232849e-02
7.720576e-02,6.321930e-02,5.711238e-02,4.609745e-02,3.897639e-02,3.494372e-02,2.933942e-02,2.850314e-02,2.578263e-02,2.436890e-02,2.261741e-02,1.839756e-02,1.768950e-02,1.767145e-02,1.460017e-02,1.238730e-02,9.006633e-03,8.173339e-03,8.049121e-03,7.302222e-03,6.590182e-03,6.447393e-03,5.825648e-03,5.544142e-03,2.436890e-02,8.831754e-09,-1.193782e-07,-2.083565e-06,2.867921e-05,-8.219458e-06,2.890067e-04,2.356302e-03,2.238692e-02
2.141578e-01,1.470928e-01,1.346933e-01,1.061655e-01,9.605578e-02,9.507309e-02,8.361892e-02,7.010714e-02,6.816955e-02,6.281721e-02,5.658218e-02,5.330156e-02,5.304352e-02,4.749341e-02,4.491063e-02,4.150455e-02,4.066994e-02,3.969160e-02,3.749960e-02,3.629796e-02,3.416463e-02,3.400751e-02,3.269085e-02,3.151080e-02,6.281721e-02,1.152681e-08,-1.912118e-07,-1.810915e-06,3.487633e-05,-5.964553e-05,3.426321e-04,2.769099e-03,2.246930e-02
9.386638e-02,8.914381e-02,7.188133e-02,7.142177e-02,5.604932e-02,5.435870e-02,5.070812e-02,3.995769e-02,3.802342e-02,3.789243e-02,3.732169e-02,3.616407e-02,3.314280e-02,3.133924e-02,3.062321e-02,2.827828e-02,2.750807e-02,2.627723e-02,2.566496e-02,2.555544e-02,2.422123e-02,1.969619e-02,1.928191e-02,1.667985e-02,3.789243e-02,8.532070e-09,-1.110645e-07,-2.125834e-06,2.803974e-05,-2.323601e-06,2.960964e-04,2.383015e-03,2.259313e-02
1.824693e-01,1.326990e-01,1.042968e-01,8.211471e-02,6.159363e-02,6.041270e-02,5.169005e-02,4.956842e-02,4.653033e-02,4.237614e-02,4.146787e-02,3.972387e-02,3.573755e-02,3.458319e-02,3.437336e-02,3.343718e-02,3.077359e-02,3.062943e-02,3.028530e-02,2.897122e-02,2.744553e-02,2.540972e-02,2.436342e-02,2.331908e-02,4.237614e-02,7.948204e-09,-8.401202e-08,-2.580382e-06,3.122743e-05,-7.975089e-06,2.673644e-04,2.404529e-03,2.259644e-02
9.186327e-02,7.668802e-02,6.203968e-02,5.359674e-02,4.840957e-02,4.802742e-02,3.791999e-02,3.574686e-02,3.329838e-02,3.005828e-02,2.717109e-02,2.643418e-02,2.538589e-02,2.311212e-02,2.271538e-02,2.164142e-02,2.075245e-02,1.872931e-02,1.841772e-02,1.762644e-02,1.693853e-02,1.513851e-02,1.456721e-02,1.236107e-02,3.005828e-02,7.271158e-09,-7.477843e-08,-2.345702e-06,2.620072e-05,1.781288e-05,2.665386e-04,2.216375e-03,2.255360e-02
2.895661e-01,2.397543e-01,1.606310e-01,1.290778e-01,1.152485e-01,8.939015e-02,8.241731e-02,7.462397e-02,7.040396e-02,6.201928e-02,5.780417e-02,5.702574e-02,5.195767e-02,4.954278e-02,4.595668e-02,4.443732e-02,4.305246e-02,3.883045e-02,3.741060e-02,3.498916e-02,3.429510e-02,3.244312e-02,3.005682e-02,2.955922e-02,6.201928e-02,7.406498e-09,-7.446242e-08,-2.466771e-06,2.803030e-05,9.998013e-06,2.612587e-04,2.294247e-03,2.257328e-02
9.198980e-02,7.755170e-02,7.097980e-02,6.420197e-02,6.013196e-02,5.548797e-02,5.228988e-02,5.151189e-02,5.033554e-02,4.926182e-02,4.889969e-02,4.888153e-02,4.444778e-02,4.132020e-02,3.584950e-02,3.538553e-02,3.362583e-02,3.255562e-02,3.114336e-02,3.039780e-02,3.005545e-02,2.935479e-02,2.883037e-02,2.831397e-02,4.926182e-02,1.524257e-08,-3.025616e-07,-1.017627e-06,3.880545e-05,-1.158790e-04,4.539849e-04,3.171294e-03,2.258531e-02
2.211763e-01,1.504778e-01,1.200554e-01,1.111915e-01,1.053792e-01,7.766625e-02,6.943483e-02,6.764836e-02,6.725540e-02,5.813025e-02,5.188366e-02,5.078726e-02,4.435602e-02,4.190481e-02,3.986590e-02,3.649740e-02,3.485700e-02,3.382368e-02,3.244657e-02,3.141652e-02,3.033721e-02,2.907054e-02,2.823905e-02,2.698030e-02,5.813025e-02,9.554455e-09,-1.435931e-07,-1.843456e-06,2.836374e-05,-1.520985e-05,3.400754e-04,2.499225e-03,2.274194e-02
1.713640e-01,1.086913e-01,1.035069e-01,6.992427e-02,6.301586e-02,5.419638e-02,4.975173e-02,4.149762e-02,3.930022e-02,3.580003e-02,3.196485e-02,3.101243e-02,3.085687e-02,2.859775e-02,2.569851e-02,2.469528e-02,2.171904e-02,2.049735e-02,1.746837e-02,1.567594e-02,1.564123e-02,1.455879e-02,1.422501e-02,1.290465e-02,3.580003e-02,8.696953e-09,-1.178158e-07,-2.028514e-06,2.755410e-05,-2.817437e-06,3.010365e-04,2.345256e-03,2.251676e-02
1.621970e-01,1.137499e-01,9.121822e-02,8.426420e-02,7.227950e-02,5.726981e-02,5.660757e-02,5.029122e-02,4.133228e-02,3.878501e-02,3.793590e-02,3.560971e-02,3.413647e-02,3.211844e-02,3.071530e-02,3.040424e-02,2.765461e-02,2.678505e-02,2.602445e-02,2.509320e-02,2.337142e-02,2.170103e-02,2.098948e-02,1.894571e-02,3.878501e-02,1.006173e-08,-1.436017e-07,-2.252474e-06,3.485828e-05,-4.386555e-05,2.958983e-04,2.619527e-03,2.239946e-02
4.382250e-01,1.456772e-01,1.344290e-01,1.254968e-01,8.766904e-02,8.493807e-02,6.595701e-02,6.381283e-02,6.068079e-02,5.368656e-02,4.747363e-02,4.357918e-02,4.320350e-02,3.897708e-02,3.787528e-02,3.492208e-02,3.134428e-02,3.060976e-02,2.752771e-02,2.639211e-02,2.530993e-02,2.416379e-02,2.361092e-02,2.312858e-02,5.368656e-02,7.543290e-09,-7.999062e-08,-2.384415e-06,2.757234e-05,1.075304e-05,2.483356e-04,2.242841e-03,2.237597e-02
1.187071e-01,9.360654e-02,7.586848e-02,7.258722e-02,6.701024e-02,5.677897e-02,5.474529e-02,5.235004e-02,4.814723e-02,4.541396e-02,4.518874e-02,4.164313e-02,3.932838e-02,3.780763e-02,3.367768e-02,3.184890e-02,3.175229e-02,3.018820e-02,2.915496e-02,2.479613e-02,2.455147e-02,2.212733e-02,2.201065e-02,2.018962e-02,4.541396e-02,1.400433e-08,-2.594988e-07,-1.481884e-06,3.977442e-05,-1.046044e-04,3.841250e-04,3.038003e-03,2.233082e-02
7.779406e-02,7.085229e-02,6.672571e-02,6.130782e-02,5.694532e-02,4.764179e-02,4.566400e-02,4.256173e-02,4.062028e-02,3.645519e-02,3.357113e-02,3.320369e-02,3.316340e-02,2.872970e-02,2.672695e-02,2.595545e-02,2.447145e-02,2.361787e-02,2.339754e-02,2.249743e-02,2.196106e-02,2.141085e-02,2.122681e-02,1.912116e-02,3.645519e-02,9.158317e-09,-1.335999e-07,-1.865982e-06,2.723273e-05,-7.003759e-06,3.433774e-04,2.473870e-03,2.285133e-02
9.666610e-02,7.123115e-02,6.700961e-02,6.449471e-02,6.085963e-02,5.177250e-02,5.176133e-02,4.477660e-02,4.381147e-02,4.304476e-02,4.074941e-02,3.664110e-02,3.179343e-02,3.148343e-02,2.823582e-02,2.621387e-02,2.334711e-02,2.228986e-02,2.198889e-02,2.120314e-02,2.095393e-02,1.978411e-02,1.711019e-02,1.707475e-02,4.304476e-02,1.030390e-08,-1.641265e-07,-1.748534e-06,2.991317e-05,-2.904392e-05,3.496074e-04,2.580307e-03,2.266358e-02
6.064983e-02,5.298022e-02,4.762311e-02,4.710984e-02,2.582241e-02,2.482109e-02,1.751806e-02,1.609628e-02,1.202897e-02,1.134445e-02,1.053060e-02,1.026661e-02,7.386568e-03,6.764402e-03,6.095299e-03,5.193270e-03,4.655557e-03,4.356878e-03,4.230129e-03,3.600573e-03,3.590555e-03,3.336137e-03,3.156891e-03,2.834222e-03,1.134445e-02,7.671203e-09,-8.677583e-08,-2.256544e-06,2.658097e-05,1.254790e-05,2.609926e-04,2.220718e-03,2.239226e-02
9.492435e-02,9.122830e-02,8.236609e-02,7.806637e-02,7.568977e-02,6.531173e-02,5.748297e-02,5.419221e-02,5.033255e-02,4.808163e-02,4.757863e-02,4.179066e-02,4.006331e-02,3.949753e-02,3.892944e-02,3.331008e-02,3.205675e-02,3.020992e-02,2.912163e-02,2.843598e-02,2.684687e-02,2.647782e-02,2.594159e-02,2.515390e-02,4.808163e-02,1.200608e-08,-2.138175e-07,-1.430456e-06,3.227861e-05,-5.698201e-05,3.902260e-04,2.749391e-03,2.259887e-02
3.280075e-01,2.166652e-01,9.948289e-02,8.434087e-02,7.502806e-02,6.430102e-02,6.203426e-02,5.272665e-02,5.187415e-02,4.632470e-02,4.475408e-02,4.383097e-02,4.099342e-02,3.870056e-02,3.695504e-02,3.443288e-02,3.076028e-02,2.940415e-02,2.783611e-02,2.746531e-02,2.615336e-02,2.328119e-02,2.191373e-02,2.181185e-02,4.632470e-02,5.102036e-09,-8.245947e-09,-2.863379e-06,2.455838e-05,4.785137e-05,2.036036e-04,2.004381e-03,2.251089e-02
6.665351e-02,6.572338e-02,6.546431e-02,6.510380e-02,5.727865e-02,5.246895e-02,4.829340e-02,4.724806e-02,4.406818e-02,4.291758e-02,4.242468e-02,3.692494e-02,3.582852e-02,3.485798e-02,3.318197e-02,3.078359e-02,2.953125e-02,2.725299e-02,2.699093e-02,2.628561e-02,2.587612e-02,2.586506e-02,2.400834e-02,2.341087e-02,4.291758e-02,1.272492e-08,-2.127907e-07,-2.048614e-06,4.185047e-05,-9.930483e-05,3.529381e-04,3.006344e-03,2.244146e-02
