sample_name,a1,a2,a3,a4,a5,a6,a7,a8,SSE,R_square,DFE,adj_R_square,RMSE
sample8-20rpm-60kx-7,1.322921e-08,-2.340693e-07,-1.727401e-06,3.990952e-05,-9.708899e-05,3.694560e-04,3.001870e-03,2.240139e-02,3.540881e-04,9.947181e-01,38,9.937452e-01,3.052558e-03
sample8-20rpm-60kx-8,1.282986e-08,-2.352962e-07,-1.362651e-06,3.441879e-05,-7.359681e-05,3.899844e-04,2.817135e-03,2.240990e-02,2.577088e-04,9.959336e-01,38,9.951845e-01,2.604191e-03
sample8-20rpm-60kx-9,1.590073e-08,-3.265476e-07,-7.382679e-07,3.806826e-05,-1.221868e-04,4.906677e-04,3.197341e-03,2.257863e-02,2.937336e-04,9.956640e-01,38,9.948653e-01,2.780257e-03
sample9-195rpm-60kx-10,1.859325e-08,-4.131882e-07,3.316286e-08,3.858349e-05,-1.556734e-04,6.364446e-04,3.585063e-03,2.327389e-02,2.599004e-04,9.966004e-01,38,9.959742e-01,2.615241e-03
sample9-195rpm-60kx-11,1.692387e-08,-3.611568e-07,-3.873902e-07,3.756786e-05,-1.324145e-04,5.579269e-04,3.350193e-03,2.295720e-02,2.642380e-04,9.963180e-01,38,9.956398e-01,2.636974e-03
sample9-195rpm-60kx-13,1.712138e-08,-3.685495e-07,-2.965064e-07,3.719748e-05,-1.335180e-04,5.785775e-04,3.399730e-03,2.310432e-02,2.516041e-04,9.965760e-01,38,9.959453e-01,2.573162e-03
sample9-195rpm-60kx-2,1.463464e-08,-2.908044e-07,-9.322395e-07,3.575127e-05,-9.920384e-05,4.734158e-04,3.087780e-03,2.278698e-02,2.531811e-04,9.963018e-01,38,9.956206e-01,2.581213e-03
sample9-195rpm-60kx-2b,1.421427e-08,-2.784110e-07,-1.015876e-06,3.524347e-05,-9.276834e-05,4.641153e-04,3.048440e-03,2.279821e-02,2.453828e-04,9.964110e-01,38,9.957498e-01,2.541150e-03
sample9-195rpm-60kx-2c,1.490353e-08,-3.026784e-07,-7.474278e-07,3.445754e-05,-9.758846e-05,5.221533e-04,3.212420e-03,2.324153e-02,2.186384e-04,9.970287e-01,38,9.964814e-01,2.398675e-03
sample9-195rpm-60kx-3,1.575276e-08,-3.282539e-07,-5.638643e-07,3.538916e-05,-1.111438e-04,5.488945e-04,3.295603e-03,2.322896e-02,2.264444e-04,9.969422e-01,38,9.963789e-01,2.441119e-03
sample9-195rpm-60kx-4,1.715204e-08,-3.675822e-07,-3.524542e-07,3.789424e-05,-1.357174e-04,5.705237e-04,3.425111e-03,2.309436e-02,2.659646e-04,9.963887e-01,38,9.957235e-01,2.645575e-03
sample9-195rpm-60kx-5,1.896926e-08,-4.218044e-07,2.603507e-08,3.995200e-05,-1.639078e-04,6.244586e-04,3.632840e-03,2.313291e-02,2.919930e-04,9.961380e-01,38,9.954266e-01,2.772008e-03
sample9-195rpm-60kx-6,1.894167e-08,-4.233210e-07,9.725892e-08,3.910825e-05,-1.616714e-04,6.401114e-04,3.597066e-03,2.318771e-02,2.701194e-04,9.964301e-01,38,9.957725e-01,2.666159e-03
sample9-195rpm-60kx-7,1.946945e-08,-4.379361e-07,1.691930e-07,4.005709e-05,-1.705999e-04,6.602752e-04,3.711444e-03,2.333667e-02,2.797499e-04,9.964159e-01,38,9.957557e-01,2.713271e-03
sample9-195rpm-60kx-8,1.671586e-08,-3.545334e-07,-4.449148e-07,3.750592e-05,-1.297647e-04,5.474568e-04,3.324445e-03,2.291078e-02,2.658665e-04,9.962673e-01,38,9.955797e-01,2.645087e-03
sample9-20rpm-60kx-10,1.385891e-08,-2.666203e-07,-1.126938e-06,3.531983e-05,-8.853621e-05,4.245492e-04,2.941470e-03,2.247705e-02,2.652273e-04,9.959022e-01,38,9.951474e-01,2.641906e-03
sample9-20rpm-60kx-2,1.601456e-08,-3.318457e-07,-6.484290e-07,3.738624e-05,-1.208278e-04,5.049483e-04,3.212674e-03,2.269745e-02,2.787937e-04,9.959313e-01,38,9.951818e-01,2.708630e-03
sample9-20rpm-60kx-5,1.590754e-08,-3.325298e-07,-5.425605e-07,3.579803e-05,-1.148058e-04,5.357273e-04,3.227233e-03,2.296362e-02,2.384532e-04,9.966374e-01,38,9.960180e-01,2.505012e-03
sample9-20rpm-60kx-6,1.446793e-08,-2.825592e-07,-1.075601e-06,3.688286e-05,-1.008660e-04,4.288433e-04,3.011005e-03,2.238649e-02,2.940626e-04,9.954562e-01,38,9.946191e-01,2.781814e-03
sample9-20rpm-60kx-7,1.532712e-08,-3.111206e-07,-7.988058e-07,3.673923e-05,-1.107766e-04,4.756548e-04,3.107621e-03,2.255797e-02,2.764768e-04,9.958470e-01,38,9.950820e-01,2.697351e-03
sample9-20rpm-60kx-9,1.643859e-08,-3.395545e-07,-7.245200e-07,3.969876e-05,-1.329483e-04,4.886558e-04,3.268605e-03,2.254526e-02,3.309515e-04,9.951358e-01,38,9.942398e-01,2.951144e-03
sample9-20rpm-60kx,1.526143e-08,-3.124087e-07,-7.050768e-07,3.541667e-05,-1.058866e-04,5.033774e-04,3.135387e-03,2.281132e-02,2.418433e-04,9.964916e-01,38,9.958453e-01,2.522756e-03
