input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21,input22,input23,input24,input25,output1,output2,output3,output4,output5,output6
9.728632e-02,9.649816e-02,8.078107e-02,7.641317e-02,6.425034e-02,6.173174e-02,4.896604e-02,4.348640e-02,4.315178e-02,4.048647e-02,3.614676e-02,3.038331e-02,3.036737e-02,2.776048e-02,2.258859e-02,2.154110e-02,2.063703e-02,1.989207e-02,1.521807e-02,1.494654e-02,1.455794e-02,1.400157e-02,1.285803e-02,1.231389e-02,4.048647e-02,4.102383e+00,2.251675e-02,2.466586e-01,-1.600894e-02,-1.129482e-03,-3.389000e-04
1.468895e-01,1.126135e-01,8.520479e-02,8.507440e-02,8.333714e-02,8.093937e-02,8.037139e-02,7.205702e-02,6.988751e-02,6.484823e-02,6.428264e-02,5.771958e-02,5.407380e-02,5.188097e-02,4.484196e-02,3.938098e-02,3.720963e-02,3.659076e-02,3.472601e-02,3.353212e-02,3.280187e-02,3.117949e-02,2.846518e-02,2.710861e-02,6.484823e-02,4.169855e+00,1.882775e-02,2.602873e-01,-1.521185e-02,-8.122125e-04,-3.745670e-04
1.448077e-01,1.168630e-01,9.327320e-02,7.620332e-02,6.423358e-02,5.659563e-02,4.980402e-02,4.939511e-02,3.515365e-02,3.337478e-02,2.857346e-02,2.710729e-02,2.518039e-02,2.312090e-02,2.163261e-02,2.106218e-02,2.061957e-02,1.920729e-02,1.697094e-02,1.638673e-02,1.528099e-02,1.489969e-02,1.481980e-02,1.356213e-02,3.337478e-02,4.073320e+00,8.269391e-03,2.908074e-01,-1.311361e-02,-9.620286e-04,-2.829446e-04
1.622203e-01,1.411292e-01,1.155129e-01,1.097605e-01,8.888714e-02,8.427926e-02,8.027949e-02,7.822072e-02,7.070404e-02,6.691743e-02,5.803413e-02,5.423002e-02,5.268222e-02,4.983544e-02,4.597723e-02,4.518140e-02,4.021126e-02,3.862528e-02,3.637370e-02,3.481947e-02,3.355540e-02,3.258915e-02,2.845712e-02,2.651299e-02,6.691743e-02,4.127828e+00,1.483559e-02,2.648664e-01,-1.463986e-02,-1.057994e-03,-3.181639e-04
2.543009e-01,1.885180e-01,1.079963e-01,8.019372e-02,7.929469e-02,7.094315e-02,6.815915e-02,6.644629e-02,4.682589e-02,4.540700e-02,4.002203e-02,3.932052e-02,3.576066e-02,3.184066e-02,3.076987e-02,2.767787e-02,2.368850e-02,2.340379e-02,2.268318e-02,2.253138e-02,2.143521e-02,2.039676e-02,1.915006e-02,1.742736e-02,4.540700e-02,4.082536e+00,1.182493e-02,2.739237e-01,-1.386391e-02,-1.015669e-03,-2.990887e-04
9.059836e-02,8.896483e-02,8.470395e-02,7.964024e-02,7.947750e-02,7.674385e-02,5.577847e-02,5.493030e-02,5.364922e-02,4.948822e-02,3.954300e-02,3.931003e-02,3.772794e-02,3.663330e-02,3.221527e-02,2.906254e-02,2.856551e-02,2.834128e-02,2.604196e-02,2.161424e-02,2.155939e-02,1.953533e-02,1.694908e-02,1.584199e-02,4.948822e-02,4.106696e+00,1.457417e-02,2.651136e-01,-1.456590e-02,-1.072312e-03,-3.114647e-04
1.092995e-01,1.028822e-01,6.665748e-02,6.464218e-02,6.410935e-02,5.573790e-02,4.060069e-02,4.010870e-02,3.573571e-02,3.548883e-02,3.224253e-02,3.146631e-02,2.745950e-02,2.675733e-02,2.288183e-02,2.220574e-02,1.742571e-02,1.722127e-02,1.624267e-02,1.605790e-02,1.420753e-02,1.403946e-02,1.372422e-02,1.348726e-02,3.548883e-02,4.083509e+00,1.504935e-02,2.633445e-01,-1.460240e-02,-1.112804e-03,-3.071320e-04
1.992218e-01,1.410899e-01,1.315557e-01,1.306751e-01,9.382146e-02,8.143048e-02,8.054111e-02,7.659040e-02,7.096731e-02,6.338247e-02,5.754348e-02,5.570333e-02,4.977748e-02,4.552476e-02,4.299170e-02,4.075310e-02,3.959650e-02,3.501930e-02,3.366303e-02,3.284734e-02,3.210433e-02,3.068060e-02,2.971092e-02,2.799296e-02,6.338247e-02,4.121118e+00,1.524643e-02,2.636487e-01,-1.481954e-02,-1.133208e-03,-3.135711e-04
1.600242e-01,1.419438e-01,1.138211e-01,8.102932e-02,8.009221e-02,7.338338e-02,7.003773e-02,6.624106e-02,5.466591e-02,5.245881e-02,5.170873e-02,5.005882e-02,4.867212e-02,4.184958e-02,3.559812e-02,3.379914e-02,3.146642e-02,3.083298e-02,2.852418e-02,2.793327e-02,2.709275e-02,2.585802e-02,2.478627e-02,2.467114e-02,5.245881e-02,4.118713e+00,1.344379e-02,2.691464e-01,-1.440555e-02,-1.064257e-03,-3.096589e-04
1.404305e-01,1.099059e-01,9.366842e-02,9.167361e-02,8.739811e-02,7.834607e-02,7.208587e-02,6.308064e-02,5.841874e-02,5.360298e-02,5.056338e-02,4.342113e-02,4.115941e-02,4.007476e-02,3.759112e-02,3.741181e-02,3.345244e-02,3.113216e-02,2.899017e-02,2.774750e-02,2.439303e-02,2.268162e-02,2.240773e-02,2.063496e-02,5.360298e-02,4.100711e+00,1.486725e-02,2.643841e-01,-1.465095e-02,-1.111616e-03,-3.090642e-04
2.347120e-01,1.716443e-01,1.436188e-01,1.251409e-01,1.113644e-01,1.085819e-01,7.386268e-02,6.730859e-02,6.534742e-02,6.221187e-02,5.604228e-02,5.352932e-02,5.120639e-02,4.865322e-02,4.495468e-02,4.303402e-02,4.211332e-02,3.807429e-02,3.601944e-02,3.190018e-02,2.886390e-02,2.728222e-02,2.555791e-02,2.463515e-02,6.221187e-02,4.103343e+00,1.544491e-02,2.624811e-01,-1.475128e-02,-1.131643e-03,-3.108922e-04
1.407577e-01,1.242819e-01,1.214695e-01,1.029701e-01,9.656949e-02,8.425009e-02,7.009087e-02,6.698632e-02,6.404227e-02,6.113309e-02,5.553024e-02,4.501719e-02,3.919085e-02,3.899875e-02,3.736111e-02,3.424695e-02,2.979553e-02,2.825823e-02,2.798348e-02,2.674237e-02,2.473935e-02,2.430776e-02,2.219005e-02,2.140434e-02,6.113309e-02,4.118300e+00,1.957560e-02,2.530429e-01,-1.546296e-02,-1.090984e-03,-3.350593e-04
5.104255e-01,2.292577e-01,1.598072e-01,1.565253e-01,1.437821e-01,1.370685e-01,1.271091e-01,1.232827e-01,1.155538e-01,1.087866e-01,1.035497e-01,9.540790e-02,8.836549e-02,8.674393e-02,8.482212e-02,8.336615e-02,8.065780e-02,7.778957e-02,7.482801e-02,7.301766e-02,6.800074e-02,6.718335e-02,6.455943e-02,6.323579e-02,1.087866e-01,4.426211e+00,4.513389e-02,2.330981e-01,-2.105485e-02,-1.149726e-03,-5.157055e-04
1.755588e-01,1.391257e-01,1.326414e-01,1.199065e-01,1.098094e-01,1.080824e-01,8.488660e-02,8.164263e-02,7.712684e-02,7.380733e-02,7.133151e-02,7.027108e-02,6.769296e-02,6.574003e-02,6.222258e-02,5.828408e-02,5.547743e-02,5.494961e-02,5.410412e-02,5.156999e-02,4.963301e-02,4.942028e-02,4.555440e-02,4.139611e-02,7.380733e-02,4.231300e+00,1.234325e-02,2.774014e-01,-1.433708e-02,-9.269233e-04,-3.405727e-04
1.823697e-01,1.563899e-01,1.442144e-01,1.364176e-01,1.277627e-01,1.203457e-01,1.165262e-01,9.809132e-02,9.023314e-02,8.149888e-02,7.826625e-02,6.708609e-02,6.454744e-02,6.348530e-02,5.883609e-02,5.533970e-02,5.462041e-02,5.017817e-02,4.962592e-02,4.950166e-02,4.599139e-02,4.533052e-02,4.386888e-02,4.281338e-02,8.149888e-02,4.299690e+00,2.153806e-02,2.550802e-01,-1.650922e-02,-1.026935e-03,-3.886376e-04
1.852628e-01,1.777768e-01,1.529556e-01,1.294337e-01,1.158285e-01,1.070110e-01,1.059548e-01,9.794450e-02,9.471573e-02,8.983982e-02,7.681066e-02,7.297274e-02,7.129801e-02,6.643508e-02,6.487028e-02,6.174546e-02,5.793886e-02,5.757487e-02,5.615886e-02,5.388989e-02,4.750061e-02,4.661040e-02,4.423281e-02,4.206146e-02,8.983982e-02,4.248561e+00,2.001660e-02,2.578153e-01,-1.584401e-02,-9.398499e-04,-3.824007e-04
1.584584e-01,1.496488e-01,1.099643e-01,9.476753e-02,8.996872e-02,8.193551e-02,7.501335e-02,7.445512e-02,7.270980e-02,7.171078e-02,6.916460e-02,6.751798e-02,6.312195e-02,6.071607e-02,5.872959e-02,5.843055e-02,5.631437e-02,5.149773e-02,4.961285e-02,4.933435e-02,4.921109e-02,4.787202e-02,4.653296e-02,4.574746e-02,7.171078e-02,4.373577e+00,4.470556e-02,2.324965e-01,-2.087555e-02,-1.040696e-03,-5.056340e-04
2.390607e-01,1.784433e-01,1.626454e-01,1.365612e-01,1.144603e-01,1.107478e-01,1.038138e-01,9.446449e-02,9.308439e-02,8.584199e-02,8.196846e-02,7.320483e-02,6.931761e-02,6.888846e-02,6.601494e-02,5.851538e-02,5.725589e-02,5.489786e-02,5.007745e-02,4.970480e-02,4.888093e-02,4.507909e-02,4.349607e-02,4.239992e-02,8.584199e-02,4.226806e+00,1.339885e-02,2.738952e-01,-1.466388e-02,-9.348750e-04,-3.450105e-04
1.348705e-01,1.136163e-01,1.097361e-01,1.023148e-01,9.365645e-02,8.969017e-02,8.048331e-02,7.748253e-02,7.509377e-02,6.933293e-02,6.809143e-02,6.663129e-02,6.374756e-02,5.958433e-02,5.681737e-02,5.518524e-02,5.078230e-02,4.878213e-02,4.700988e-02,4.515500e-02,4.341507e-02,4.178899e-02,4.102199e-02,3.814710e-02,6.933293e-02,4.288450e+00,1.050586e-02,2.864976e-01,-1.428313e-02,-8.681541e-04,-3.461199e-04
1.467222e-01,1.235493e-01,1.183432e-01,1.036582e-01,1.001913e-01,9.023922e-02,8.771849e-02,8.348056e-02,8.112697e-02,7.951237e-02,7.837541e-02,7.174415e-02,7.079882e-02,6.797770e-02,6.621718e-02,6.341510e-02,6.194918e-02,6.065548e-02,5.764223e-02,5.729131e-02,5.538832e-02,5.396281e-02,5.227726e-02,5.201643e-02,7.951237e-02,4.371638e+00,1.870506e-02,2.633830e-01,-1.620697e-02,-9.562700e-04,-3.991007e-04
1.664577e-01,1.521347e-01,1.313082e-01,1.238310e-01,1.212215e-01,1.142531e-01,1.013162e-01,8.997387e-02,8.720244e-02,8.297178e-02,7.888964e-02,7.726172e-02,7.483897e-02,7.156785e-02,6.997467e-02,6.815898e-02,6.690037e-02,6.545866e-02,6.333161e-02,6.109175e-02,5.916485e-02,5.512900e-02,5.447112e-02,5.383480e-02,8.297178e-02,4.368964e+00,1.944022e-02,2.621977e-01,-1.633662e-02,-9.363640e-04,-4.050663e-04
2.026038e-01,1.432201e-01,1.411108e-01,1.259886e-01,1.170293e-01,1.147200e-01,1.029265e-01,9.723381e-02,9.413751e-02,9.090074e-02,8.824340e-02,8.508678e-02,7.942554e-02,7.809948e-02,7.748059e-02,7.531376e-02,6.991758e-02,6.946663e-02,6.825357e-02,6.486817e-02,6.110945e-02,5.951506e-02,5.890750e-02,5.838234e-02,9.090074e-02,4.446097e+00,4.234439e-02,2.350454e-01,-2.080440e-02,-1.089060e-03,-5.062961e-04
2.984842e-01,2.586633e-01,1.920526e-01,1.714001e-01,1.507129e-01,1.199377e-01,1.192086e-01,1.008067e-01,8.437974e-02,7.976484e-02,5.903219e-02,5.709907e-02,5.477000e-02,5.035740e-02,4.720294e-02,4.299781e-02,3.841921e-02,3.704084e-02,3.679576e-02,3.647037e-02,3.418504e-02,3.345414e-02,3.296502e-02,3.005836e-02,7.976484e-02,4.120367e+00,2.103150e-02,2.529315e-01,-1.537579e-02,-9.344494e-04,-3.628005e-04
3.518630e-01,2.286456e-01,1.937208e-01,1.809526e-01,1.509666e-01,1.193291e-01,9.425373e-02,8.831867e-02,8.178986e-02,7.734357e-02,7.361476e-02,7.181172e-02,6.861657e-02,6.305892e-02,5.886189e-02,5.807730e-02,5.225110e-02,5.128656e-02,4.696055e-02,4.485078e-02,4.216651e-02,4.057453e-02,3.942672e-02,3.762035e-02,7.734357e-02,4.150832e+00,1.448081e-02,2.663337e-01,-1.474473e-02,-1.127946e-03,-3.153822e-04
3.745947e-01,2.057025e-01,2.002074e-01,1.228513e-01,1.124836e-01,8.574902e-02,8.313600e-02,7.728298e-02,6.172571e-02,6.111438e-02,5.646730e-02,5.516549e-02,5.480991e-02,4.687366e-02,4.596293e-02,4.515771e-02,4.121984e-02,3.861764e-02,3.515453e-02,3.174319e-02,3.024243e-02,2.944250e-02,2.941453e-02,2.859162e-02,6.111438e-02,4.114713e+00,1.256192e-02,2.718468e-01,-1.413407e-02,-1.053389e-03,-3.058759e-04
1,6.595402e-01,3.307196e-01,1.973365e-01,1.682492e-01,1.628006e-01,1.394678e-01,1.228622e-01,1.010006e-01,9.180783e-02,8.579328e-02,8.160519e-02,7.304791e-02,6.848944e-02,6.504460e-02,6.068766e-02,5.402241e-02,5.298915e-02,5.042593e-02,4.664034e-02,4.583988e-02,4.468508e-02,4.253036e-02,4.129226e-02,9.180783e-02,4.063395e+00,1.987854e-03,3.612755e-01,-1.167301e-02,-8.164111e-04,-2.387347e-04
1.574729e-01,1.403638e-01,1.132504e-01,1.082325e-01,9.857375e-02,9.041565e-02,7.837497e-02,7.176568e-02,6.894678e-02,6.812921e-02,6.786753e-02,6.387446e-02,6.211392e-02,5.914956e-02,5.721530e-02,5.445376e-02,5.168334e-02,5.122452e-02,4.975460e-02,4.751184e-02,4.279127e-02,3.983927e-02,3.714301e-02,3.648379e-02,6.812921e-02,4.172978e+00,1.689034e-02,2.646846e-01,-1.480170e-02,-7.984551e-04,-3.678364e-04
1.826811e-01,8.211887e-02,7.865037e-02,5.439883e-02,5.078929e-02,5.022016e-02,4.972135e-02,4.777226e-02,3.364117e-02,3.240126e-02,2.835109e-02,2.734555e-02,2.552611e-02,2.287125e-02,2.119053e-02,2.103647e-02,2.049765e-02,1.892312e-02,1.736802e-02,1.700929e-02,1.465468e-02,1.123267e-02,1.093866e-02,1.062176e-02,3.240126e-02,4.085740e+00,1.545751e-02,2.620240e-01,-1.467113e-02,-1.120700e-03,-3.080598e-04
1.222497e-01,1.102223e-01,7.144264e-02,5.843625e-02,5.836722e-02,5.744668e-02,4.891923e-02,4.799879e-02,4.779152e-02,4.418340e-02,4.081676e-02,3.793672e-02,3.692409e-02,3.494252e-02,3.046897e-02,2.914962e-02,2.726417e-02,2.715876e-02,2.610964e-02,2.294995e-02,2.176537e-02,2.107730e-02,2.053029e-02,1.978535e-02,4.418340e-02,4.127737e+00,1.306813e-02,2.726623e-01,-1.400138e-02,-8.675906e-04,-3.303880e-04
1.797493e-01,1.357811e-01,1.229217e-01,1.037248e-01,8.793957e-02,7.394642e-02,7.170983e-02,6.649756e-02,6.337697e-02,6.181411e-02,5.997388e-02,5.176974e-02,4.776730e-02,4.672720e-02,4.430020e-02,4.324420e-02,4.226734e-02,4.014494e-02,3.913464e-02,3.855297e-02,3.730219e-02,3.671052e-02,3.439870e-02,3.159347e-02,6.181411e-02,4.168453e+00,3.684854e-02,2.319956e-01,-1.858658e-02,-1.086831e-03,-4.166463e-04
1.728184e-01,1.446864e-01,1.309197e-01,1.024499e-01,8.879582e-02,8.078753e-02,7.572486e-02,7.061556e-02,6.752461e-02,6.031384e-02,5.710008e-02,5.557100e-02,4.796171e-02,4.629043e-02,4.216029e-02,3.744512e-02,3.349580e-02,3.302986e-02,3.232807e-02,2.996101e-02,2.956971e-02,2.868826e-02,2.773512e-02,2.718826e-02,6.031384e-02,4.123413e+00,1.498801e-02,2.675029e-01,-1.425218e-02,-8.408529e-04,-3.436445e-04
1.079426e-01,1.055975e-01,7.015765e-02,6.710471e-02,6.553662e-02,6.239543e-02,5.104888e-02,4.946038e-02,4.939136e-02,4.092178e-02,4.082728e-02,3.473009e-02,3.321952e-02,3.069618e-02,2.629632e-02,2.584180e-02,2.456861e-02,2.452386e-02,2.106863e-02,1.998518e-02,1.875754e-02,1.853307e-02,1.673578e-02,1.597133e-02,4.092178e-02,4.117092e+00,1.804720e-02,2.564076e-01,-1.518606e-02,-1.055366e-03,-3.299710e-04
1.091043e-01,9.949399e-02,7.600207e-02,7.513732e-02,6.833185e-02,6.489822e-02,6.086935e-02,5.645601e-02,5.504589e-02,5.262297e-02,4.827485e-02,4.763012e-02,3.715049e-02,3.487075e-02,3.480934e-02,3.363879e-02,3.274575e-02,3.160481e-02,3.027648e-02,2.951035e-02,2.911136e-02,2.806939e-02,2.744586e-02,2.708006e-02,5.262297e-02,4.180573e+00,1.528725e-02,2.669809e-01,-1.476568e-02,-9.048040e-04,-3.474123e-04
1.203789e-01,1.106471e-01,1.038537e-01,8.914975e-02,8.628064e-02,8.568673e-02,8.042946e-02,7.725737e-02,7.605948e-02,7.203670e-02,7.067662e-02,6.993892e-02,6.832175e-02,6.305971e-02,6.148765e-02,5.978361e-02,5.865371e-02,5.779713e-02,5.276922e-02,5.207064e-02,5.119724e-02,4.956582e-02,4.759528e-02,4.601511e-02,7.203670e-02,4.313217e+00,1.034137e-02,2.891411e-01,-1.430600e-02,-8.053078e-04,-3.573909e-04
1.226273e-01,9.704907e-02,9.010563e-02,8.298071e-02,7.582615e-02,7.296598e-02,6.580567e-02,6.511818e-02,6.219883e-02,6.189040e-02,5.658571e-02,5.169706e-02,5.073678e-02,4.939018e-02,4.723379e-02,4.697375e-02,4.639109e-02,4.514968e-02,4.334709e-02,3.861901e-02,3.667438e-02,3.615243e-02,3.520740e-02,3.459729e-02,6.189040e-02,4.244989e+00,1.471367e-02,2.697800e-01,-1.499010e-02,-9.344310e-04,-3.533616e-04
7.657703e-02,7.552207e-02,7.200268e-02,6.554632e-02,6.202763e-02,6.007191e-02,5.810028e-02,5.529108e-02,5.202533e-02,5.167326e-02,4.684427e-02,4.565564e-02,4.229221e-02,4.015448e-02,4.009145e-02,3.971557e-02,3.873373e-02,3.677519e-02,3.675853e-02,3.617568e-02,3.592817e-02,3.550816e-02,3.539388e-02,3.183775e-02,5.167326e-02,4.269987e+00,1.095835e-02,2.845297e-01,-1.429850e-02,-8.505934e-04,-3.474806e-04
9.787267e-02,7.792431e-02,7.354362e-02,7.037950e-02,6.996264e-02,6.850294e-02,6.556374e-02,6.140249e-02,5.863155e-02,5.840595e-02,5.486806e-02,5.123367e-02,4.640353e-02,4.510914e-02,4.256794e-02,4.088152e-02,4.067726e-02,3.863331e-02,3.725524e-02,3.593915e-02,3.391435e-02,3.268225e-02,3.006822e-02,2.762780e-02,5.840595e-02,4.197602e+00,1.050157e-02,2.841062e-01,-1.387911e-02,-8.487421e-04,-3.298664e-04
9.824619e-02,8.324507e-02,7.985469e-02,7.152841e-02,7.011716e-02,6.728413e-02,6.634620e-02,5.870003e-02,5.468368e-02,5.229421e-02,5.156632e-02,4.656347e-02,4.377761e-02,4.226315e-02,4.038723e-02,3.870428e-02,3.848670e-02,3.755937e-02,3.673648e-02,3.662823e-02,3.447529e-02,3.323601e-02,3.251842e-02,3.137776e-02,5.229421e-02,4.185353e+00,1.926530e-02,2.552628e-01,-1.574581e-02,-1.101670e-03,-3.451615e-04
1.210897e-01,9.718702e-02,9.334240e-02,8.127741e-02,7.259802e-02,7.002255e-02,6.430658e-02,6.394138e-02,5.964046e-02,5.905539e-02,5.802588e-02,5.342458e-02,5.045321e-02,5.008569e-02,4.870390e-02,4.601922e-02,4.554555e-02,4.444080e-02,4.368617e-02,4.319914e-02,4.278393e-02,4.253439e-02,4.174903e-02,4.106264e-02,5.905539e-02,4.253031e+00,1.725459e-02,2.613542e-01,-1.570910e-02,-1.123601e-03,-3.482886e-04
1.067624e-01,1.045711e-01,1.000483e-01,9.397009e-02,8.709679e-02,8.015874e-02,7.982064e-02,7.317399e-02,6.736570e-02,6.505172e-02,6.442203e-02,5.609885e-02,5.405931e-02,5.357945e-02,5.189615e-02,5.174848e-02,5.127942e-02,4.840990e-02,4.682723e-02,4.484577e-02,4.439240e-02,4.295814e-02,4.189886e-02,4.110641e-02,6.505172e-02,4.257411e+00,2.166158e-02,2.515850e-01,-1.662455e-02,-1.201042e-03,-3.607801e-04
9.044157e-02,8.561989e-02,8.314797e-02,8.053782e-02,7.387435e-02,6.956551e-02,6.827868e-02,6.464270e-02,6.341529e-02,6.091992e-02,5.788684e-02,5.623581e-02,5.507717e-02,5.230147e-02,5.146513e-02,4.884420e-02,4.706300e-02,4.657725e-02,4.522843e-02,4.450142e-02,4.351760e-02,4.252025e-02,4.075834e-02,3.967331e-02,6.091992e-02,4.270071e+00,9.648848e-03,2.911888e-01,-1.395240e-02,-7.938188e-04,-3.461148e-04
1.187769e-01,1.024713e-01,8.882225e-02,8.014050e-02,7.886512e-02,7.304818e-02,6.849201e-02,6.579493e-02,6.500456e-02,6.168216e-02,5.873767e-02,5.687210e-02,5.618510e-02,5.573201e-02,5.423111e-02,5.377969e-02,5.293396e-02,4.972918e-02,4.869634e-02,4.623219e-02,4.577420e-02,4.199873e-02,3.999845e-02,3.655789e-02,6.168216e-02,4.293079e+00,1.278254e-02,2.788774e-01,-1.470909e-02,-8.409922e-04,-3.651765e-04
1.447291e-01,1.108959e-01,1.065261e-01,9.062693e-02,8.803511e-02,8.579649e-02,7.855373e-02,7.599388e-02,7.361969e-02,6.979679e-02,6.613256e-02,6.425921e-02,6.393114e-02,6.346320e-02,6.148568e-02,5.784427e-02,5.433934e-02,5.181356e-02,4.940848e-02,4.931274e-02,4.836056e-02,4.576811e-02,4.339962e-02,4.218651e-02,6.979679e-02,4.304500e+00,1.185837e-02,2.824096e-01,-1.459348e-02,-8.280649e-04,-3.620120e-04
1.181397e-01,1.132803e-01,1.022560e-01,9.729585e-02,8.983683e-02,8.633743e-02,7.908297e-02,7.787651e-02,7.218911e-02,7.096084e-02,7.085253e-02,6.912343e-02,6.349204e-02,6.213827e-02,5.973255e-02,5.642372e-02,5.410409e-02,5.202911e-02,5.177226e-02,4.967248e-02,4.863846e-02,4.794037e-02,4.549704e-02,4.333564e-02,7.096084e-02,4.322430e+00,1.979607e-02,2.586354e-01,-1.636311e-02,-1.038842e-03,-3.835375e-04
1.216661e-01,9.144938e-02,8.780381e-02,8.758843e-02,8.402156e-02,7.613136e-02,7.380848e-02,7.163080e-02,6.773810e-02,6.490362e-02,6.181195e-02,5.612616e-02,5.335711e-02,5.309127e-02,5.196616e-02,5.095624e-02,5.011177e-02,4.400948e-02,4.175497e-02,4.085484e-02,3.991633e-02,3.902959e-02,3.784359e-02,3.650324e-02,6.490362e-02,4.235690e+00,1.466858e-02,2.697127e-01,-1.493801e-02,-9.319173e-04,-3.517694e-04
9.999792e-02,7.254515e-02,6.286558e-02,6.206436e-02,5.821503e-02,5.277382e-02,5.019712e-02,4.466813e-02,4.436985e-02,4.369688e-02,3.259235e-02,3.081539e-02,2.916535e-02,2.840571e-02,2.788263e-02,2.542911e-02,2.321650e-02,1.970043e-02,1.817214e-02,1.784624e-02,1.674570e-02,1.605619e-02,1.595514e-02,1.487157e-02,4.369688e-02,4.134393e+00,2.007055e-02,2.524402e-01,-1.567363e-02,-1.088096e-03,-3.396638e-04
9.698947e-02,9.144417e-02,8.643694e-02,8.032156e-02,7.248659e-02,7.011064e-02,6.575995e-02,6.293689e-02,6.205601e-02,6.175029e-02,5.571045e-02,5.434512e-02,4.908029e-02,4.897379e-02,4.818591e-02,4.367776e-02,4.121699e-02,3.845989e-02,3.795519e-02,3.614155e-02,3.416962e-02,3.103256e-02,3.050778e-02,2.972012e-02,6.175029e-02,4.198152e+00,1.381210e-02,2.717767e-01,-1.456900e-02,-8.930538e-04,-3.441336e-04
1.388732e-01,1.000544e-01,9.921689e-02,9.465533e-02,8.999795e-02,8.938193e-02,8.670865e-02,7.899830e-02,7.418775e-02,6.872879e-02,6.524569e-02,6.135343e-02,6.093641e-02,6.010169e-02,5.717985e-02,5.282926e-02,5.245591e-02,5.081463e-02,4.844707e-02,4.656750e-02,4.178450e-02,4.046280e-02,3.631388e-02,3.602949e-02,6.872879e-02,4.236726e+00,1.042083e-02,2.854456e-01,-1.407875e-02,-8.552481e-04,-3.362122e-04
1.196239e-01,7.678017e-02,7.238019e-02,6.411508e-02,6.243698e-02,5.058226e-02,4.484979e-02,4.444652e-02,4.399225e-02,3.657775e-02,3.374252e-02,3.312496e-02,2.812165e-02,2.733218e-02,2.545130e-02,2.157399e-02,1.948252e-02,1.845198e-02,1.618845e-02,1.593417e-02,1.556373e-02,1.380151e-02,1.262304e-02,1.182539e-02,3.657775e-02,4.137534e+00,1.255551e-02,2.746848e-01,-1.400393e-02,-8.464003e-04,-3.305471e-04
1.293967e-01,1.076884e-01,9.391895e-02,8.534323e-02,7.414847e-02,7.177800e-02,6.416696e-02,6.298074e-02,6.166011e-02,5.681088e-02,5.348632e-02,5.168989e-02,4.482755e-02,4.047658e-02,3.148431e-02,3.017483e-02,2.973390e-02,2.914551e-02,2.905342e-02,2.706264e-02,2.654258e-02,2.498974e-02,2.331489e-02,2.307475e-02,5.681088e-02,4.171747e+00,1.213123e-02,2.770688e-01,-1.410163e-02,-8.483162e-04,-3.344220e-04
1.033865e-01,9.717154e-02,9.632899e-02,9.553897e-02,6.433011e-02,5.933361e-02,5.564981e-02,5.090025e-02,4.955029e-02,4.919071e-02,4.777955e-02,4.752850e-02,4.482051e-02,4.392191e-02,4.058448e-02,3.522542e-02,3.260657e-02,3.154559e-02,3.025512e-02,2.851530e-02,2.822744e-02,2.660960e-02,2.411366e-02,2.396569e-02,4.919071e-02,4.184444e+00,1.300184e-02,2.756200e-01,-1.419540e-02,-7.995349e-04,-3.483485e-04
1.453278e-01,1.338408e-01,1.252411e-01,1.241595e-01,1.174229e-01,1.057108e-01,1.020224e-01,8.320626e-02,7.953891e-02,7.902622e-02,7.300400e-02,6.773900e-02,6.349892e-02,6.291040e-02,5.929299e-02,5.332840e-02,4.430836e-02,4.287211e-02,4.218536e-02,3.949986e-02,3.788950e-02,3.475077e-02,3.223735e-02,3.061595e-02,7.902622e-02,4.204510e+00,1.276110e-02,2.749536e-01,-1.447229e-02,-9.255385e-04,-3.364819e-04
