w1,w2,w3,w4,w5,w6,fval
1.204321e+00,9.192365e-01,1.095221e+00,9.635980e-01,9.837803e-01,9.104514e-01,1.916025e-10
8.422793e-01,1.015417e+00,9.833094e-01,1.082538e+00,1.057361e+00,1.029504e+00,2.208865e-12
1.207553e+00,9.242166e-01,1.100170e+00,9.078705e-01,9.781297e-01,9.578161e-01,2.717001e-10
8.455388e-01,1.007923e+00,9.940581e-01,1.030179e+00,1.052180e+00,1.083978e+00,7.057382e-11
1.212897e+00,9.253027e-01,1.096337e+00,9.024192e-01,9.814579e-01,9.627334e-01,3.623957e-10
8.491346e-01,1.014499e+00,9.885457e-01,1.030941e+00,1.050582e+00,1.077829e+00,3.724934e-10
1.220410e+00,8.804084e-01,1.082150e+00,1.006337e+00,9.442675e-01,9.043970e-01,1.486613e-10
8.528179e-01,1.018433e+00,9.872347e-01,1.031645e+00,1.047314e+00,1.073963e+00,3.133787e-10
1.220873e+00,1.092104e+00,1.016548e+00,9.373495e-01,1.005391e+00,8.850572e-01,1.026692e-09
8.567790e-01,1.014000e+00,9.896670e-01,1.031534e+00,1.044073e+00,1.072614e+00,4.245736e-10
1.226946e+00,1.091046e+00,1.018384e+00,9.356094e-01,1.002638e+00,8.867103e-01,9.132242e-10
8.598271e-01,1.010380e+00,9.997632e-01,1.038812e+00,1.043825e+00,1.072428e+00,3.362210e-10
1.227512e+00,1.104475e+00,1.025392e+00,9.596522e-01,9.543136e-01,8.807401e-01,7.376186e-10
8.574279e-01,1.002165e+00,1.018358e+00,1.050569e+00,1.037996e+00,1.064057e+00,1.908993e-10
1.190294e+00,9.762443e-01,1.115179e+00,9.676393e-01,8.515031e-01,8.879326e-01,5.963062e-10
8.724119e-01,1.009256e+00,9.917665e-01,1.060619e+00,1.000611e+00,1.085508e+00,5.723951e-11
1.180015e+00,9.803839e-01,1.124349e+00,9.679594e-01,8.645386e-01,8.926037e-01,1.517376e-09

1.017797e+00,1.002917e+00,1.010897e+00,1.017941e+00,1.004883e+00,9.876272e-01


8.222379e-01,1.029019e+00,1.032964e+00,1.007251e+00,1.092759e+00,1.012941e+00,8.029177e-10
1.177601e+00,9.627947e-01,9.309317e-01,1.069598e+00,9.572782e-01,9.431815e-01,2.501135e-11
8.237375e-01,1.029733e+00,1.025034e+00,1.011190e+00,1.095730e+00,1.015460e+00,7.217840e-10
1.179570e+00,9.722391e-01,9.252370e-01,1.077788e+00,9.635171e-01,9.418366e-01,1.155016e-11
8.250503e-01,1.027518e+00,1.036396e+00,1.011972e+00,1.086313e+00,1.016442e+00,9.166856e-11
1.181325e+00,9.615451e-01,9.263075e-01,1.075313e+00,9.537928e-01,9.496926e-01,7.439219e-11
8.264585e-01,1.034377e+00,1.031238e+00,1.000573e+00,1.085008e+00,1.020757e+00,1.708890e-10
1.183153e+00,9.589244e-01,9.256940e-01,1.072878e+00,9.685202e-01,9.356294e-01,9.786461e-11
8.275190e-01,1.036508e+00,1.034678e+00,9.981697e-01,1.084133e+00,1.014523e+00,4.764157e-10
1.184314e+00,9.811196e-01,9.211382e-01,1.079867e+00,9.501920e-01,9.363062e-01,7.180771e-11
8.284196e-01,1.027042e+00,1.034707e+00,1.003013e+00,1.092866e+00,1.008244e+00,1.962870e-10
1.185587e+00,9.383035e-01,9.189897e-01,1.084468e+00,9.602420e-01,9.823362e-01,1.080067e-10
8.293454e-01,1.009148e+00,1.034701e+00,1.002207e+00,1.089532e+00,1.028889e+00,2.094576e-10
1.186912e+00,9.409898e-01,9.528509e-01,1.081896e+00,9.159003e-01,9.868037e-01,2.115229e-11
8.302503e-01,1.005523e+00,1.092752e+00,1.015133e+00,1.032408e+00,1.021530e+00,1.367855e-10
1.187985e+00,1.085932e+00,9.775727e-01,9.865310e-01,9.240735e-01,9.541366e-01,4.427929e-11
8.311883e-01,1.002861e+00,1.009127e+00,1.093818e+00,1.028522e+00,1.057827e+00,6.579255e-11
1.189254e+00,1.087596e+00,9.321454e-01,9.606035e-01,9.165696e-01,9.807226e-01,4.368155e-11
8.321326e-01,1.009120e+00,1.005313e+00,1.085130e+00,1.039344e+00,1.054256e+00,6.643824e-11
1.190612e+00,1.094964e+00,9.351679e-01,9.495064e-01,9.139420e-01,9.789737e-01,3.477898e-12
8.332683e-01,1.009772e+00,1.004375e+00,1.084792e+00,1.038668e+00,1.049714e+00,5.393208e-12
1.192263e+00,1.099444e+00,9.368781e-01,9.443372e-01,9.735398e-01,9.104879e-01,2.025875e-12
8.346309e-01,1.008599e+00,1.004509e+00,1.086044e+00,1.050330e+00,1.036411e+00,1.769366e-11
1.194419e+00,9.328188e-01,1.094177e+00,9.468216e-01,9.813305e-01,9.161842e-01,1.375820e-11
8.361114e-01,1.008805e+00,1.002533e+00,1.081097e+00,1.049611e+00,1.040163e+00,6.693847e-11
1.197069e+00,9.260527e-01,1.099172e+00,9.604030e-01,9.753378e-01,9.095435e-01,8.037052e-12
8.380185e-01,1.008705e+00,1.002901e+00,1.095206e+00,1.049084e+00,1.023795e+00,1.948495e-11
1.199969e+00,9.155124e-01,1.108351e+00,9.634757e-01,9.755640e-01,9.138424e-01,1.542698e-12
8.402287e-01,1.012322e+00,9.894789e-01,1.085672e+00,1.055881e+00,1.028838e+00,4.152633e-12
1.203267e+00,9.206379e-01,1.098626e+00,9.604166e-01,9.789305e-01,9.112287e-01,1.273762e-10
8.426841e-01,1.013846e+00,9.868651e-01,1.081473e+00,1.055471e+00,1.031389e+00,3.360973e-12
1.207252e+00,9.291330e-01,1.088931e+00,9.084534e-01,9.841767e-01,9.549405e-01,1.585148e-10
8.460920e-01,1.008283e+00,9.929006e-01,1.036868e+00,1.052958e+00,1.077262e+00,4.574303e-11
1.211788e+00,9.267061e-01,1.096062e+00,9.021078e-01,9.847094e-01,9.591187e-01,3.915724e-10
8.488314e-01,1.007135e+00,1.001112e+00,1.038500e+00,1.045415e+00,1.072472e+00,3.321468e-10
1.218531e+00,8.815069e-01,1.086557e+00,1.005306e+00,9.462279e-01,9.005528e-01,6.111986e-11
8.526707e-01,1.020083e+00,9.890954e-01,1.041923e+00,1.045930e+00,1.062034e+00,4.349246e-10
1.218806e+00,1.076425e+00,1.025985e+00,9.375928e-01,1.014652e+00,8.804814e-01,7.356536e-10
8.582919e-01,1.012019e+00,9.844591e-01,1.032419e+00,1.044922e+00,1.073985e+00,4.514695e-10
1.225392e+00,1.096051e+00,1.018120e+00,9.295336e-01,1.008113e+00,8.834431e-01,8.248636e-10
8.596190e-01,1.011269e+00,1.000342e+00,1.041046e+00,1.043051e+00,1.069012e+00,6.454477e-10
1.227357e+00,1.099693e+00,1.025864e+00,9.647006e-01,9.524888e-01,8.800184e-01,1.998415e-09
8.606613e-01,1.008443e+00,1.004838e+00,1.053077e+00,1.043921e+00,1.055563e+00,2.770480e-11
1.190737e+00,9.757057e-01,1.119434e+00,9.716484e-01,8.362082e-01,8.903307e-01,2.095576e-11
8.632891e-01,1.010668e+00,1.000589e+00,1.072821e+00,1.002023e+00,1.076899e+00,8.720483e-11
1.185663e+00,9.832914e-01,1.119213e+00,9.731564e-01,8.592445e-01,8.929932e-01,5.798304e-11

1.017599e+00,1.002134e+00,1.012268e+00,1.018822e+00,1.004314e+00,9.856781e-01


8.177673e-01,1.027634e+00,1.032850e+00,1.009442e+00,1.089707e+00,1.021841e+00,8.111467e-10
1.183714e+00,9.803843e-01,9.183276e-01,1.079795e+00,9.664815e-01,9.326109e-01,5.776942e-11
8.196552e-01,1.026754e+00,1.032079e+00,1.003788e+00,1.094931e+00,1.017888e+00,3.911323e-10
1.185589e+00,9.760366e-01,9.180871e-01,1.082213e+00,9.606659e-01,9.367096e-01,5.722624e-11
8.211602e-01,1.039487e+00,1.028913e+00,1.002762e+00,1.094942e+00,1.007156e+00,1.892079e-10
1.187080e+00,9.852137e-01,9.211024e-01,1.090596e+00,9.495323e-01,9.337776e-01,2.207968e-10
8.221307e-01,1.027122e+00,1.027018e+00,1.011130e+00,1.097034e+00,1.015243e+00,2.022977e-10
1.188930e+00,9.783796e-01,9.169078e-01,1.083226e+00,9.601158e-01,9.343487e-01,5.637959e-11
8.231962e-01,1.032670e+00,1.016950e+00,1.008105e+00,1.101750e+00,1.020070e+00,2.513799e-10
1.190296e+00,9.842180e-01,9.136593e-01,1.083817e+00,9.525702e-01,9.398385e-01,4.073861e-12
8.241177e-01,1.028384e+00,1.024465e+00,1.012140e+00,1.098255e+00,1.013040e+00,5.340255e-10
1.191496e+00,9.397269e-01,9.117155e-01,1.095369e+00,9.415246e-01,9.893964e-01,2.267334e-13
8.250870e-01,1.015636e+00,1.036826e+00,1.013213e+00,1.086867e+00,1.026873e+00,1.041305e-09
1.192865e+00,9.371645e-01,9.459407e-01,1.098560e+00,9.107204e-01,9.873190e-01,4.015482e-11
8.260890e-01,1.022675e+00,1.084353e+00,9.996187e-01,1.030939e+00,1.033913e+00,1.133613e-10
1.193909e+00,1.097571e+00,9.839509e-01,9.788361e-01,9.100897e-01,9.509114e-01,1.627707e-11
8.270224e-01,9.974676e-01,1.023294e+00,1.086770e+00,1.028606e+00,1.052574e+00,4.642783e-10
1.195119e+00,1.094705e+00,9.319002e-01,9.484241e-01,9.176390e-01,9.839422e-01,6.695691e-11
8.279954e-01,9.960658e-01,1.016586e+00,1.089133e+00,1.033373e+00,1.059302e+00,8.168148e-11
1.196767e+00,1.102898e+00,9.225504e-01,9.619372e-01,9.109868e-01,9.703598e-01,4.222976e-11
8.291691e-01,1.001465e+00,1.009220e+00,1.089247e+00,1.035620e+00,1.056612e+00,1.988146e-10
1.198723e+00,1.101147e+00,9.182997e-01,9.646286e-01,9.787154e-01,9.134512e-01,1.167549e-11
8.306135e-01,1.013141e+00,1.003475e+00,1.094296e+00,1.053009e+00,1.035040e+00,1.637759e-10
1.200633e+00,9.201970e-01,1.104975e+00,9.594358e-01,9.762601e-01,9.144567e-01,2.747765e-11
8.320441e-01,1.005576e+00,1.007770e+00,1.085252e+00,1.054908e+00,1.038965e+00,2.834290e-11
1.203037e+00,9.221418e-01,1.099869e+00,9.580952e-01,9.801754e-01,9.114808e-01,1.880010e-10
8.338049e-01,9.962579e-01,1.018334e+00,1.089083e+00,1.048439e+00,1.037889e+00,8.874873e-14
1.205718e+00,9.316042e-01,1.087632e+00,9.526712e-01,9.843017e-01,9.088471e-01,4.772422e-10
8.359565e-01,1.004894e+00,1.005233e+00,1.087462e+00,1.051191e+00,1.033480e+00,1.937659e-11
1.209675e+00,9.203370e-01,1.089800e+00,9.668436e-01,9.848442e-01,9.086745e-01,4.494037e-10
8.385844e-01,1.009060e+00,9.950661e-01,1.088787e+00,1.054267e+00,1.028597e+00,2.637489e-11
1.212933e+00,9.240590e-01,1.096366e+00,9.029651e-01,9.820105e-01,9.651074e-01,1.369782e-10
8.422957e-01,1.012968e+00,9.871347e-01,1.041160e+00,1.056047e+00,1.071801e+00,6.263470e-13
1.217593e+00,9.237702e-01,1.095526e+00,9.001581e-01,9.841110e-01,9.604494e-01,5.694409e-10
8.459672e-01,1.009314e+00,9.908515e-01,1.033485e+00,1.053515e+00,1.079589e+00,3.715853e-11
1.223753e+00,8.754024e-01,1.092167e+00,9.984442e-01,9.432704e-01,9.023867e-01,2.631017e-11
8.488811e-01,1.009492e+00,9.975008e-01,1.030956e+00,1.046240e+00,1.079856e+00,4.880013e-10
1.227261e+00,1.095806e+00,1.009995e+00,9.290572e-01,1.006453e+00,8.913984e-01,5.946547e-10
8.541748e-01,1.018639e+00,9.843508e-01,1.032443e+00,1.047866e+00,1.073923e+00,4.089712e-10
1.230450e+00,1.081026e+00,1.019507e+00,9.318198e-01,1.012538e+00,8.753004e-01,3.139772e-10
8.541631e-01,1.000667e+00,1.007514e+00,1.055874e+00,1.035757e+00,1.059998e+00,1.460953e-09
1.222693e+00,1.098784e+00,1.049406e+00,9.492622e-01,9.572457e-01,8.799243e-01,4.711595e-10
8.587979e-01,1.008988e+00,1.001413e+00,1.039065e+00,1.044002e+00,1.072197e+00,1.663181e-09
1.198804e+00,9.692911e-01,1.118688e+00,9.597434e-01,8.476768e-01,8.859537e-01,3.920945e-10
8.576242e-01,1.007067e+00,1.002254e+00,1.067571e+00,1.005241e+00,1.080993e+00,5.183376e-11
1.185387e+00,9.826794e-01,1.127298e+00,9.691962e-01,8.582724e-01,8.937142e-01,4.226243e-10

1.018233e+00,1.002912e+00,1.011459e+00,1.019910e+00,1.004754e+00,9.866782e-01


8.182196e-01,1.031055e+00,1.030772e+00,1.006404e+00,1.092876e+00,1.019640e+00,1.005385e-09
1.183059e+00,9.829026e-01,9.175747e-01,1.076776e+00,9.607131e-01,9.401969e-01,8.485232e-11
8.199563e-01,1.025690e+00,1.031372e+00,1.005091e+00,1.095746e+00,1.017538e+00,5.033634e-10
1.185289e+00,9.717896e-01,9.202194e-01,1.078795e+00,9.640765e-01,9.363190e-01,3.456348e-11
8.215389e-01,1.042911e+00,1.024100e+00,1.000074e+00,1.096250e+00,1.007776e+00,4.978510e-10
1.186723e+00,9.823006e-01,9.212486e-01,1.084986e+00,9.488929e-01,9.376880e-01,7.477962e-11
8.223650e-01,1.032208e+00,1.026796e+00,1.016068e+00,1.092440e+00,1.010473e+00,2.823085e-10
1.188246e+00,9.876805e-01,9.170671e-01,1.089692e+00,9.509310e-01,9.378879e-01,1.117996e-10
8.235088e-01,1.033885e+00,1.021168e+00,1.011109e+00,1.096959e+00,1.014417e+00,3.564130e-10
1.189725e+00,9.861134e-01,9.142230e-01,1.086663e+00,9.463643e-01,9.408483e-01,6.613652e-11
8.245413e-01,1.031018e+00,1.023632e+00,1.004392e+00,1.096514e+00,1.022165e+00,3.426814e-10
1.190968e+00,9.383099e-01,9.117094e-01,1.095575e+00,9.430986e-01,9.907518e-01,1.193388e-11
8.254394e-01,1.014191e+00,1.031455e+00,1.015667e+00,1.092105e+00,1.025803e+00,8.683726e-10
1.192384e+00,9.350776e-01,9.504987e-01,1.092760e+00,9.127222e-01,9.834396e-01,7.086183e-12
8.264378e-01,1.022272e+00,1.088414e+00,1.000780e+00,1.028105e+00,1.033923e+00,4.813901e-10
1.193404e+00,1.097946e+00,9.829912e-01,9.797045e-01,9.112502e-01,9.496868e-01,4.875190e-11
8.273603e-01,9.985701e-01,1.014262e+00,1.083021e+00,1.036468e+00,1.054282e+00,1.550069e-10
1.194650e+00,1.094018e+00,9.286883e-01,9.532137e-01,9.166407e-01,9.827974e-01,4.374205e-11
8.283441e-01,1.001942e+00,1.009434e+00,1.088367e+00,1.038442e+00,1.055921e+00,1.853414e-10
1.196218e+00,1.094214e+00,9.260554e-01,9.558509e-01,9.147580e-01,9.838767e-01,6.347299e-11
8.295214e-01,1.003035e+00,1.008374e+00,1.089608e+00,1.035087e+00,1.056104e+00,2.056483e-10
1.198131e+00,1.099044e+00,9.219703e-01,9.602214e-01,9.801041e-01,9.127522e-01,4.694688e-11
8.310351e-01,1.006483e+00,1.006583e+00,1.101099e+00,1.054571e+00,1.026315e+00,2.699788e-10
1.200128e+00,9.173631e-01,1.108562e+00,9.592835e-01,9.784848e-01,9.126658e-01,5.733049e-12
8.323935e-01,1.013438e+00,9.991540e-01,1.085566e+00,1.057287e+00,1.034595e+00,1.783050e-11
1.202370e+00,9.282466e-01,1.097098e+00,9.514730e-01,9.841108e-01,9.121747e-01,3.769122e-12
8.341319e-01,1.003924e+00,1.009159e+00,1.086017e+00,1.050117e+00,1.037090e+00,1.268808e-11
1.205152e+00,9.278816e-01,1.093505e+00,9.530797e-01,9.784359e-01,9.092436e-01,9.670664e-11
8.362605e-01,1.005708e+00,1.005280e+00,1.089688e+00,1.051278e+00,1.031756e+00,3.005860e-11
1.209187e+00,9.186517e-01,1.093067e+00,9.697523e-01,9.816448e-01,9.068708e-01,1.849054e-10
8.387638e-01,1.010818e+00,9.963241e-01,1.088538e+00,1.053107e+00,1.028203e+00,6.341384e-11
1.212584e+00,9.228635e-01,1.096339e+00,9.025821e-01,9.824044e-01,9.661907e-01,2.275990e-10
8.425347e-01,1.011612e+00,9.936946e-01,1.027161e+00,1.052591e+00,1.088018e+00,4.034321e-12
1.217644e+00,9.212505e-01,1.096217e+00,9.059438e-01,9.814062e-01,9.630299e-01,4.322467e-10
8.452628e-01,1.005905e+00,1.002016e+00,1.046795e+00,1.046861e+00,1.068762e+00,1.391480e-10
1.223018e+00,8.746980e-01,1.093414e+00,9.998267e-01,9.436718e-01,9.013733e-01,1.725599e-11
8.488552e-01,1.008904e+00,9.985056e-01,1.042733e+00,1.045767e+00,1.068829e+00,5.035295e-10
1.227084e+00,1.094014e+00,1.008879e+00,9.270488e-01,1.009034e+00,8.938994e-01,7.385339e-10
8.536503e-01,1.013803e+00,9.923191e-01,1.032436e+00,1.045431e+00,1.071752e+00,6.988938e-10
1.230677e+00,1.092509e+00,1.016100e+00,9.250507e-01,1.009848e+00,8.858060e-01,1.114617e-09
8.559606e-01,1.002025e+00,1.002367e+00,1.052054e+00,1.040099e+00,1.058908e+00,9.671850e-10
1.219133e+00,1.095704e+00,1.054982e+00,9.557837e-01,9.530344e-01,8.753057e-01,1.782025e-09
8.581538e-01,1.011483e+00,1.003651e+00,1.037084e+00,1.041925e+00,1.074183e+00,1.281194e-09
1.199499e+00,9.694143e-01,1.117346e+00,9.669849e-01,8.509512e-01,8.859368e-01,1.976767e-11
8.610475e-01,1.007630e+00,9.953100e-01,1.076733e+00,1.001083e+00,1.070570e+00,1.430434e-10
1.179478e+00,9.950052e-01,1.124798e+00,9.609813e-01,8.588690e-01,8.792655e-01,8.748348e-10

1.018044e+00,1.003598e+00,1.011450e+00,1.019968e+00,1.004403e+00,9.861963e-01


8.230050e-01,1.032894e+00,1.031036e+00,1.004852e+00,1.088023e+00,1.019382e+00,5.491139e-10
1.175728e+00,9.652862e-01,9.264425e-01,1.080524e+00,9.527452e-01,9.456263e-01,1.199207e-11
8.247331e-01,1.030969e+00,1.024062e+00,1.004242e+00,1.096100e+00,1.022098e+00,4.353285e-10
1.178381e+00,9.695690e-01,9.286503e-01,1.072263e+00,9.584081e-01,9.423771e-01,8.322788e-12
8.261649e-01,1.032950e+00,1.032225e+00,1.000139e+00,1.084504e+00,1.021880e+00,2.501810e-10
1.179867e+00,9.764103e-01,9.227151e-01,1.083381e+00,9.579864e-01,9.441013e-01,1.474195e-10
8.274577e-01,1.036478e+00,1.035251e+00,9.983656e-01,1.083656e+00,1.014354e+00,1.264771e-10
1.181564e+00,9.868594e-01,9.172466e-01,1.078137e+00,9.557870e-01,9.424291e-01,7.645144e-11
8.284111e-01,1.029086e+00,1.043047e+00,1.004491e+00,1.080875e+00,1.009520e+00,5.404236e-11
1.182869e+00,9.719441e-01,9.228876e-01,1.085290e+00,9.506989e-01,9.354383e-01,1.563542e-10
8.292800e-01,1.022467e+00,1.035143e+00,1.013495e+00,1.089453e+00,1.007700e+00,4.479504e-11
1.184341e+00,9.436011e-01,9.205492e-01,1.073236e+00,9.490602e-01,9.814676e-01,1.208865e-10
8.301993e-01,1.005653e+00,1.031551e+00,1.014979e+00,1.093925e+00,1.021198e+00,2.823393e-10
1.185590e+00,9.395243e-01,9.535683e-01,1.088584e+00,9.197927e-01,9.696237e-01,1.801101e-10
8.311839e-01,1.010401e+00,1.093401e+00,1.001224e+00,1.028210e+00,1.027263e+00,1.751363e-10
1.186634e+00,1.088525e+00,9.840575e-01,9.862038e-01,9.146127e-01,9.585824e-01,8.630826e-11
8.321079e-01,1.007767e+00,1.003581e+00,1.087428e+00,1.037399e+00,1.054748e+00,2.747329e-11
1.187774e+00,1.089994e+00,9.364434e-01,9.421868e-01,9.223109e-01,9.834571e-01,5.737875e-11
8.330476e-01,1.010301e+00,1.003632e+00,1.086010e+00,1.038004e+00,1.049852e+00,1.501359e-11
1.189288e+00,1.092067e+00,9.363048e-01,9.467721e-01,9.151593e-01,9.851331e-01,1.927260e-11
8.341860e-01,1.011513e+00,1.002013e+00,1.085069e+00,1.039136e+00,1.049775e+00,1.480284e-11
1.191032e+00,1.093078e+00,9.379466e-01,9.453741e-01,9.824042e-01,9.129173e-01,5.892785e-12
8.356313e-01,1.012344e+00,1.000175e+00,1.093589e+00,1.049987e+00,1.027998e+00,1.127936e-11
1.192892e+00,9.412471e-01,1.093266e+00,9.412299e-01,9.833337e-01,9.109493e-01,1.506188e-11
8.370695e-01,1.010036e+00,9.990824e-01,1.086158e+00,1.051766e+00,1.032326e+00,6.651151e-11
1.195474e+00,9.288925e-01,1.098757e+00,9.469335e-01,9.828514e-01,9.130827e-01,3.575334e-11
8.388989e-01,1.009455e+00,1.002378e+00,1.095870e+00,1.049060e+00,1.022806e+00,2.790941e-11
1.198557e+00,9.235163e-01,1.099810e+00,9.565600e-01,9.803523e-01,9.124594e-01,1.924442e-11
8.411448e-01,1.010951e+00,9.883299e-01,1.084453e+00,1.057253e+00,1.029623e+00,2.918028e-12
1.201728e+00,9.150929e-01,1.105433e+00,9.591899e-01,9.764685e-01,9.089379e-01,1.180320e-11
8.434447e-01,1.010893e+00,9.905932e-01,1.079246e+00,1.054369e+00,1.034369e+00,2.427653e-11
1.205881e+00,9.189932e-01,1.101361e+00,9.060991e-01,9.749454e-01,9.638894e-01,3.051297e-10
8.468548e-01,1.003379e+00,9.962476e-01,1.044020e+00,1.051754e+00,1.072830e+00,2.525814e-10
1.210412e+00,9.236517e-01,1.097942e+00,9.053622e-01,9.745036e-01,9.589378e-01,2.537796e-10
8.509019e-01,1.014663e+00,9.837643e-01,1.029339e+00,1.050100e+00,1.079121e+00,2.405297e-10
1.217149e+00,8.832416e-01,1.085606e+00,9.965062e-01,9.519789e-01,8.999145e-01,2.835733e-10
8.535765e-01,1.008726e+00,9.973156e-01,1.034307e+00,1.046901e+00,1.075199e+00,1.452475e-09
1.217490e+00,1.078767e+00,1.027114e+00,9.411210e-01,1.005681e+00,8.806679e-01,2.895872e-10
8.572172e-01,1.011490e+00,9.949737e-01,1.034197e+00,1.043382e+00,1.070918e+00,1.333546e-09
1.225192e+00,1.090468e+00,1.016685e+00,9.375391e-01,1.005868e+00,8.834058e-01,4.657925e-10
8.583136e-01,1.015607e+00,1.003883e+00,1.054938e+00,1.040018e+00,1.053061e+00,4.565967e-09
1.225177e+00,1.081630e+00,1.033595e+00,9.759541e-01,9.519779e-01,8.813814e-01,5.434508e-10
8.684648e-01,1.027693e+00,9.775366e-01,1.051473e+00,1.052388e+00,1.051862e+00,2.466552e-16
1.196714e+00,9.708880e-01,1.116680e+00,9.682280e-01,8.417467e-01,8.856480e-01,1.012321e-09
8.640960e-01,1.011714e+00,9.949367e-01,1.063927e+00,1.007818e+00,1.081228e+00,4.932377e-10
1.194080e+00,9.761817e-01,1.114411e+00,9.632433e-01,8.506536e-01,8.878446e-01,9.536500e-10

1.017809e+00,1.002758e+00,1.011775e+00,1.018081e+00,1.003770e+00,9.851605e-01


8.124608e-01,1.031879e+00,1.033148e+00,1.005596e+00,1.093211e+00,1.022788e+00,7.736987e-10
1.190624e+00,9.845221e-01,9.150327e-01,1.095414e+00,9.485254e-01,9.348922e-01,9.342020e-11
8.140456e-01,1.030154e+00,1.033679e+00,1.003968e+00,1.091863e+00,1.029258e+00,1.091443e-09
1.192663e+00,9.877672e-01,9.103214e-01,1.099583e+00,9.439604e-01,9.374090e-01,9.633381e-12
8.155728e-01,1.031163e+00,1.033629e+00,1.004914e+00,1.091773e+00,1.021878e+00,1.515471e-09
1.194836e+00,9.801977e-01,9.166216e-01,1.096909e+00,9.496781e-01,9.295519e-01,5.743726e-11
8.168680e-01,1.034510e+00,1.033133e+00,1.001485e+00,1.092121e+00,1.017932e+00,6.265428e-10
1.196401e+00,9.868700e-01,9.100351e-01,1.101116e+00,9.576513e-01,9.272934e-01,2.867101e-11
8.177977e-01,1.028312e+00,1.029230e+00,1.009382e+00,1.093829e+00,1.021029e+00,1.607562e-09
1.197959e+00,9.775215e-01,9.139910e-01,1.097874e+00,9.612147e-01,9.217726e-01,8.201188e-11
8.187707e-01,1.032407e+00,1.039664e+00,1.007690e+00,1.081914e+00,1.019308e+00,4.915462e-10
1.199312e+00,9.199471e-01,9.119050e-01,1.100961e+00,9.629223e-01,9.757937e-01,5.154636e-12
8.197675e-01,1.016317e+00,1.030972e+00,1.002437e+00,1.096326e+00,1.028160e+00,8.175100e-10
1.200673e+00,9.168967e-01,9.624732e-01,1.105800e+00,9.137009e-01,9.739320e-01,2.130696e-12
8.207379e-01,1.014135e+00,1.090250e+00,1.002979e+00,1.035446e+00,1.032280e+00,8.609697e-10
1.201722e+00,1.092067e+00,9.765984e-01,9.849743e-01,9.120233e-01,9.582242e-01,9.904321e-11
8.216779e-01,1.008375e+00,1.020608e+00,1.100901e+00,1.018584e+00,1.047351e+00,6.213068e-10
1.202992e+00,1.100764e+00,9.210456e-01,9.589610e-01,9.107430e-01,9.825502e-01,1.038387e-10
8.226468e-01,1.011021e+00,1.015890e+00,1.096671e+00,1.028004e+00,1.049759e+00,3.353670e-10
1.204559e+00,1.095627e+00,9.237233e-01,9.593593e-01,9.100829e-01,9.830564e-01,1.703142e-10
8.237934e-01,1.012313e+00,1.013837e+00,1.094956e+00,1.026372e+00,1.048976e+00,7.323244e-10
1.206407e+00,1.097571e+00,9.239071e-01,9.590902e-01,9.836730e-01,9.078324e-01,2.120650e-10
8.251701e-01,1.014370e+00,1.014445e+00,1.095453e+00,1.044963e+00,1.029411e+00,3.383616e-10
1.208721e+00,9.188393e-01,1.092502e+00,9.678165e-01,9.812502e-01,9.106384e-01,2.706047e-10
8.266095e-01,1.024048e+00,9.970878e-01,1.082119e+00,1.052581e+00,1.033350e+00,9.315582e-11
1.210834e+00,9.250812e-01,1.090081e+00,9.585377e-01,9.857750e-01,9.057281e-01,3.459727e-10
8.286968e-01,1.010958e+00,1.002460e+00,1.096810e+00,1.058755e+00,1.027002e+00,4.101623e-10
1.213624e+00,9.259289e-01,1.089491e+00,9.584581e-01,9.858384e-01,9.040864e-01,3.711982e-10
8.306703e-01,1.004802e+00,1.011017e+00,1.098667e+00,1.052545e+00,1.027348e+00,2.730266e-11
1.216879e+00,9.236566e-01,1.096240e+00,9.662483e-01,9.785116e-01,9.049570e-01,1.023911e-09
8.331919e-01,1.007497e+00,1.001394e+00,1.085505e+00,1.055837e+00,1.037873e+00,2.780670e-11
1.221115e+00,9.275260e-01,1.094888e+00,9.062719e-01,9.759100e-01,9.700655e-01,6.505587e-10
8.367631e-01,1.005141e+00,1.001316e+00,1.033444e+00,1.054145e+00,1.087559e+00,5.992077e-11
1.225860e+00,9.301077e-01,1.092615e+00,8.918041e-01,9.801736e-01,9.724203e-01,5.497972e-10
8.410111e-01,1.011372e+00,9.906198e-01,1.025887e+00,1.055351e+00,1.089752e+00,2.580735e-13
1.231357e+00,8.751326e-01,1.090729e+00,9.936750e-01,9.381385e-01,9.037321e-01,1.240743e-10
8.441653e-01,1.009903e+00,9.930417e-01,1.038045e+00,1.053092e+00,1.076186e+00,2.549834e-11
1.233834e+00,1.075058e+00,1.012940e+00,9.324677e-01,1.013825e+00,8.764881e-01,5.699745e-10
8.485509e-01,1.005922e+00,9.945528e-01,1.035428e+00,1.050622e+00,1.079479e+00,3.433390e-10
1.239530e+00,1.104450e+00,1.008495e+00,9.264113e-01,1.003602e+00,8.807009e-01,4.394440e-10
8.493047e-01,1.002838e+00,1.006664e+00,1.051522e+00,1.044979e+00,1.060396e+00,1.444630e-10
1.228592e+00,1.104729e+00,1.050373e+00,9.521218e-01,9.471811e-01,8.792858e-01,7.734343e-10
8.526140e-01,1.008554e+00,1.006874e+00,1.027993e+00,1.037763e+00,1.083464e+00,6.433248e-10
1.201705e+00,9.694491e-01,1.122433e+00,9.645080e-01,8.306609e-01,8.852213e-01,1.844164e-11
