sample_name,a1,a2,a3,a4,a5,a6,SSE,R_square,DFE,adj_R_square,RMSE
sample11-20rpm-60kx-2,4.110367e+00,1.314040e-02,2.732284e-01,-1.379444e-02,-8.046687e-04,-3.357407e-04,2.688009e-03,9.988263e-01,40,9.986796e-01,8.197574e-03
sample11-20rpm-60kx-4,4.054921e+00,1.885392e-02,2.521571e-01,-1.489867e-02,-1.104595e-03,-3.158169e-04,2.126830e-03,9.990129e-01,40,9.988895e-01,7.291828e-03
sample11-20rpm-60kx-6,4.119495e+00,2.731705e-02,2.467750e-01,-1.614181e-02,-8.052276e-04,-4.131539e-04,6.716546e-03,9.971310e-01,40,9.967723e-01,1.295815e-02
sample11-20rpm-60kx-7,4.100034e+00,1.451173e-02,2.670160e-01,-1.413094e-02,-8.972372e-04,-3.291761e-04,2.342282e-03,9.989672e-01,40,9.988381e-01,7.652257e-03
sample11-20rpm-60kx-8,4.067088e+00,7.201805e-03,2.967549e-01,-1.276068e-02,-9.428074e-04,-2.751902e-04,1.308464e-03,9.993943e-01,40,9.993186e-01,5.719406e-03
sample11-20rpm-60kx-9,4.064809e+00,1.955682e-02,2.511166e-01,-1.512916e-02,-1.119534e-03,-3.212793e-04,2.032881e-03,9.990772e-01,40,9.989619e-01,7.128958e-03
sample12-100rpm-60kx-10,4.057467e+00,7.934666e-03,2.925359e-01,-1.300508e-02,-9.450911e-04,-2.799373e-04,1.203494e-03,9.994448e-01,40,9.993754e-01,5.485194e-03
sample12-100rpm-60kx-11,4.079099e+00,1.236481e-02,2.725819e-01,-1.406147e-02,-1.058096e-03,-2.993361e-04,1.198734e-03,9.994627e-01,40,9.993956e-01,5.474336e-03
sample12-100rpm-60kx-12,4.054281e+00,2.551665e-03,3.485470e-01,-1.183955e-02,-8.066689e-04,-2.459038e-04,1.029450e-03,9.995213e-01,40,9.994615e-01,5.073090e-03
sample12-100rpm-60kx-13,4.059023e+00,1.447651e-02,2.643627e-01,-1.434111e-02,-1.065900e-03,-3.035397e-04,1.368898e-03,9.993739e-01,40,9.992957e-01,5.849996e-03
sample12-100rpm-60kx-14,4.067968e+00,9.578538e-03,2.840497e-01,-1.342411e-02,-9.776680e-04,-2.884349e-04,1.148174e-03,9.994757e-01,40,9.994102e-01,5.357644e-03
sample12-100rpm-60kx-15,4.101001e+00,1.905729e-02,2.537799e-01,-1.528003e-02,-1.084545e-03,-3.306708e-04,1.811023e-03,9.992115e-01,40,9.991130e-01,6.728713e-03
sample12-100rpm-60kx-16,4.094103e+00,6.906515e-03,3.001126e-01,-1.295803e-02,-9.316883e-04,-2.808178e-04,1.096695e-03,9.995131e-01,40,9.994522e-01,5.236161e-03
sample12-100rpm-60kx-17,4.081136e+00,1.572956e-02,2.608501e-01,-1.461757e-02,-1.097983e-03,-3.100525e-04,1.577375e-03,9.992954e-01,40,9.992074e-01,6.279680e-03
sample12-100rpm-60kx-18,4.078223e+00,3.476993e-03,3.334245e-01,-1.214136e-02,-8.346272e-04,-2.574791e-04,1.023181e-03,9.995358e-01,40,9.994777e-01,5.057622e-03
sample12-100rpm-60kx-19,4.079364e+00,7.447517e-03,2.960024e-01,-1.297979e-02,-9.500162e-04,-2.804687e-04,1.203045e-03,9.994579e-01,40,9.993901e-01,5.484169e-03
sample12-100rpm-60kx-1,4.163996e+00,1.845513e-02,2.583832e-01,-1.531883e-02,-9.758075e-04,-3.532332e-04,2.148033e-03,9.991201e-01,40,9.990101e-01,7.328084e-03
sample12-100rpm-60kx-20,4.125786e+00,7.538593e-03,2.967969e-01,-1.325780e-02,-9.543332e-04,-2.886541e-04,1.024171e-03,9.995602e-01,40,9.995052e-01,5.060067e-03
sample12-100rpm-60kx-21,4.087786e+00,5.744299e-03,3.088901e-01,-1.269147e-02,-8.871767e-04,-2.742533e-04,1.032837e-03,9.995363e-01,40,9.994784e-01,5.081428e-03
sample12-100rpm-60kx-22,4.073729e+00,2.201196e-02,2.467558e-01,-1.571195e-02,-1.136437e-03,-3.313754e-04,1.989116e-03,9.991086e-01,40,9.989971e-01,7.051801e-03
sample12-100rpm-60kx-24,4.052561e+00,5.899310e-03,3.064664e-01,-1.253737e-02,-8.895956e-04,-2.697246e-04,1.170181e-03,9.994566e-01,40,9.993887e-01,5.408745e-03
sample12-100rpm-60kx-25,4.117774e+00,1.467257e-02,2.684576e-01,-1.420826e-02,-8.307328e-04,-3.422142e-04,2.611594e-03,9.988724e-01,40,9.987315e-01,8.080213e-03
sample12-100rpm-60kx-27,4.137768e+00,4.728996e-03,3.197829e-01,-1.270835e-02,-8.900542e-04,-2.753744e-04,9.380556e-04,9.996022e-01,40,9.995524e-01,4.842664e-03
sample12-100rpm-60kx-28,4.118251e+00,1.367780e-02,2.686881e-01,-1.451993e-02,-1.092232e-03,-3.094720e-04,1.129670e-03,9.995141e-01,40,9.994533e-01,5.314296e-03
sample12-100rpm-60kx-29,4.057670e+00,3.935429e-03,3.267585e-01,-1.216174e-02,-8.338586e-04,-2.587574e-04,1.042905e-03,9.995171e-01,40,9.994568e-01,5.106136e-03
sample12-100rpm-60kx-2,4.130423e+00,1.492226e-02,2.648501e-01,-1.472298e-02,-1.051929e-03,-3.197027e-04,1.294257e-03,9.994498e-01,40,9.993810e-01,5.688271e-03
sample12-100rpm-60kx-30,4.049298e+00,1.969774e-03,3.616531e-01,-1.167058e-02,-8.022419e-04,-2.378287e-04,1.070940e-03,9.994985e-01,40,9.994359e-01,5.174311e-03
sample12-100rpm-60kx-31,4.110547e+00,2.488330e-02,2.451117e-01,-1.616104e-02,-1.024674e-03,-3.662541e-04,3.233657e-03,9.986092e-01,40,9.984353e-01,8.991186e-03
sample12-100rpm-60kx-3,4.105294e+00,1.018741e-02,2.821804e-01,-1.373937e-02,-1.006678e-03,-2.965489e-04,1.075306e-03,9.995291e-01,40,9.994703e-01,5.184849e-03
sample12-100rpm-60kx-4,4.059294e+00,6.820032e-03,2.998273e-01,-1.278062e-02,-9.184843e-04,-2.755518e-04,1.166100e-03,9.994637e-01,40,9.993967e-01,5.399306e-03
sample12-100rpm-60kx-7,4.075937e+00,1.229326e-02,2.744268e-01,-1.359984e-02,-8.336159e-04,-3.207784e-04,2.325482e-03,9.989516e-01,40,9.988205e-01,7.624765e-03
sample12-100rpm-60kx-8,4.088011e+00,1.927989e-02,2.526999e-01,-1.534315e-02,-1.093574e-03,-3.265353e-04,1.579783e-03,9.993006e-01,40,9.992131e-01,6.284472e-03
sample12-100rpm-60kx-9,4.041060e+00,1.219548e-02,2.713920e-01,-1.373444e-02,-1.019300e-03,-2.932788e-04,1.515344e-03,9.992915e-01,40,9.992029e-01,6.154966e-03
sample12-195rpm-60kx-15,4.122919e+00,1.769639e-02,2.572972e-01,-1.536497e-02,-1.159828e-03,-3.215135e-04,1.121282e-03,9.995204e-01,40,9.994604e-01,5.294530e-03
sample12-195rpm-60kx-17,4.134220e+00,1.960775e-02,2.530053e-01,-1.561830e-02,-1.114240e-03,-3.346278e-04,1.511110e-03,9.993611e-01,40,9.992812e-01,6.146360e-03
sample12-195rpm-60kx-19,4.154832e+00,3.634360e-02,2.323452e-01,-1.844522e-02,-1.089862e-03,-4.135198e-04,4.247885e-03,9.982753e-01,40,9.980597e-01,1.030520e-02
sample12-195rpm-60kx-20,4.120956e+00,1.817994e-02,2.599265e-01,-1.486915e-02,-8.503079e-04,-3.596397e-04,3.093470e-03,9.986773e-01,40,9.985120e-01,8.794131e-03
sample12-195rpm-60kx-21,4.043269e+00,1.457304e-02,2.639951e-01,-1.433764e-02,-1.089150e-03,-2.997894e-04,1.312505e-03,9.993890e-01,40,9.993126e-01,5.728231e-03
sample12-195rpm-60kx-23,4.048143e+00,1.866980e-02,2.533080e-01,-1.492964e-02,-1.068170e-03,-3.202663e-04,2.016289e-03,9.990713e-01,40,9.989552e-01,7.099805e-03
sample12-195rpm-60kx-24,4.050646e+00,2.247253e-02,2.454177e-01,-1.568326e-02,-1.140061e-03,-3.291353e-04,2.106002e-03,9.990371e-01,40,9.989168e-01,7.256035e-03
sample12-195rpm-60kx-25,4.102238e+00,1.738675e-02,2.597954e-01,-1.481474e-02,-9.221249e-04,-3.418432e-04,2.226355e-03,9.990282e-01,40,9.989067e-01,7.460488e-03
sample12-195rpm-60kx-26,4.082494e+00,1.475325e-02,2.660542e-01,-1.413680e-02,-8.989496e-04,-3.279748e-04,2.424796e-03,9.989177e-01,40,9.987824e-01,7.785878e-03
sample12-195rpm-60kx-28,4.114824e+00,1.281211e-02,2.787196e-01,-1.345533e-02,-5.979151e-04,-3.627565e-04,4.404812e-03,9.980952e-01,40,9.978571e-01,1.049382e-02
sample12-195rpm-60kx-29,4.087565e+00,1.778832e-02,2.560275e-01,-1.505083e-02,-1.086224e-03,-3.211362e-04,1.549427e-03,9.993135e-01,40,9.992277e-01,6.223800e-03
sample12-195rpm-60kx-2,4.078632e+00,1.365357e-02,2.675346e-01,-1.427999e-02,-1.046532e-03,-3.043919e-04,1.252925e-03,9.994361e-01,40,9.993656e-01,5.596707e-03
sample12-195rpm-60kx-31,4.052959e+00,1.423870e-02,2.648850e-01,-1.418103e-02,-1.024393e-03,-3.043418e-04,1.561327e-03,9.992793e-01,40,9.991892e-01,6.247653e-03
sample12-195rpm-60kx-36,4.065041e+00,1.906617e-02,2.528577e-01,-1.509648e-02,-1.073993e-03,-3.244358e-04,1.938512e-03,9.991225e-01,40,9.990128e-01,6.961523e-03
sample12-195rpm-60kx-38,4.056170e+00,1.401680e-02,2.656946e-01,-1.422725e-02,-1.049444e-03,-3.020520e-04,1.361109e-03,9.993748e-01,40,9.992967e-01,5.833330e-03
sample12-195rpm-60kx-39,4.104429e+00,2.308965e-02,2.511889e-01,-1.559993e-02,-8.398832e-04,-3.825951e-04,4.243311e-03,9.981574e-01,40,9.979271e-01,1.029965e-02
sample12-195rpm-60kx-42,4.083210e+00,1.645008e-02,2.594122e-01,-1.472129e-02,-1.053217e-03,-3.179344e-04,1.644329e-03,9.992673e-01,40,9.991758e-01,6.411570e-03
sample12-195rpm-60kx-45,4.077424e+00,1.437654e-02,2.651350e-01,-1.434150e-02,-1.028414e-03,-3.091863e-04,1.432218e-03,9.993560e-01,40,9.992755e-01,5.983765e-03
sample12-195rpm-60kx-47,4.121122e+00,2.944226e-02,2.476633e-01,-1.637197e-02,-6.550242e-04,-4.483668e-04,8.935675e-03,9.962252e-01,40,9.957534e-01,1.494630e-02
sample12-195rpm-60kx-49,4.075043e+00,1.179729e-02,2.756543e-01,-1.357273e-02,-8.603225e-04,-3.140767e-04,2.005677e-03,9.990928e-01,40,9.989794e-01,7.081097e-03
sample12-195rpm-60kx-50,4.097899e+00,1.624421e-02,2.601188e-01,-1.486556e-02,-1.093242e-03,-3.159011e-04,1.328832e-03,9.994175e-01,40,9.993447e-01,5.763748e-03
sample12-195rpm-60kx-52,4.080278e+00,1.168343e-02,2.760247e-01,-1.350547e-02,-8.671743e-04,-3.139627e-04,2.244721e-03,9.989896e-01,40,9.988633e-01,7.491197e-03
sample12-195rpm-60kx-6,4.071826e+00,1.425184e-02,2.653955e-01,-1.437279e-02,-1.061892e-03,-3.050175e-04,1.284006e-03,9.994201e-01,40,9.993476e-01,5.665700e-03
sample12-195rpm-60kx-7,4.081438e+00,6.007797e-03,3.064412e-01,-1.271340e-02,-8.967330e-04,-2.749484e-04,1.069813e-03,9.995186e-01,40,9.994584e-01,5.171588e-03
sample12-195rpm-60kx-8,4.219876e+00,1.267593e-02,2.748784e-01,-1.482139e-02,-1.109966e-03,-3.228454e-04,9.110796e-04,9.996467e-01,40,9.996025e-01,4.772524e-03
sample12-195rpm-60kx-9,4.374312e+00,1.803383e-02,2.619364e-01,-1.644638e-02,-1.167564e-03,-3.690252e-04,1.142644e-03,9.996152e-01,40,9.995672e-01,5.344725e-03
sample12-20rpm-60kx-16,4.036019e+00,1.582809e-03,3.727134e-01,-1.153024e-02,-7.862444e-04,-2.306613e-04,1.040683e-03,9.995039e-01,40,9.994419e-01,5.100694e-03
sample12-20rpm-60kx-18,4.054112e+00,1.158186e-02,2.749138e-01,-1.377328e-02,-1.029258e-03,-2.930014e-04,1.237777e-03,9.994293e-01,40,9.993579e-01,5.562771e-03
sample12-20rpm-60kx-1,4.081155e+00,2.229823e-02,2.464681e-01,-1.583746e-02,-1.128003e-03,-3.339393e-04,1.825117e-03,9.991865e-01,40,9.990848e-01,6.754845e-03
sample12-20rpm-60kx-20,4.048898e+00,1.228797e-03,3.866269e-01,-1.154821e-02,-7.894432e-04,-2.265108e-04,9.696481e-04,9.995449e-01,40,9.994880e-01,4.923536e-03
sample12-20rpm-60kx-21,4.104138e+00,3.592559e-03,3.324103e-01,-1.228189e-02,-8.386702e-04,-2.616645e-04,9.591519e-04,9.995744e-01,40,9.995212e-01,4.896815e-03
